,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam,FROM
Indonesia,88.34543906355479,2.764278439246553,1.952870510916037,2.5651669657204357,3.9595417924394556,0.4127032281227151,11.654560936445193
Malaysia,3.0634095166068405,90.48112783234167,1.4976741042840473,2.719373831105337,1.7688053455903474,0.46960937007174913,9.51887216765833
Philippines,1.8938766167335426,1.5911975882149023,92.0773986695891,1.7477038163133012,2.1847637372252984,0.5050595719238734,7.922601330410927
Singapore,2.728195151626128,2.35301593038594,1.4981325991415417,88.96528894541163,3.5662934598180653,0.8890739136166956,11.03471105458837
Thailand,4.15791599164193,1.4990849137774256,2.0954156962478643,3.3053976859178276,87.72027192825512,1.2219137841598402,12.279728071744884
Vietnam,0.21622575685106804,0.2864294204374529,0.8821343368616736,0.9270318164409698,0.8656291938441619,96.82254947556468,3.1774505244353293
TO,12.059623033459502,8.494006292062267,7.926227247451166,11.264674115497868,12.345033528917327,3.4983598678948766,55.587924085283035
Net,0.4050620970143086,-1.0248658755960633,0.0036259170402388463,0.22996306090949759,0.06530545717244252,0.32090934345954736,
