date,TCI,lag_selected,FROM_Indonesia,TO_Indonesia,Net_Indonesia,FROM_Malaysia,TO_Malaysia,Net_Malaysia,FROM_Philippines,TO_Philippines,Net_Philippines,FROM_Singapore,TO_Singapore,Net_Singapore,FROM_Thailand,TO_Thailand,Net_Thailand,FROM_Vietnam,TO_Vietnam,Net_Vietnam
2011-03-30,15.378102153226928,1,20.494396365845816,22.29916267224229,1.8047663063964734,13.945781915557717,13.840558685528421,-0.10522323002929568,8.927087108529648,12.842072012610473,3.914984904080825,20.81371681692886,22.670585631951354,1.8568688150224943,18.128429150658135,17.129933442589746,-0.9984957080683898,9.959201561841397,3.486300474439318,-6.472901087402079
2011-03-31,15.336220950421106,1,20.57348568810835,22.411452923948715,1.8379672358403667,13.90887376780141,13.827467603995899,-0.0814061638055108,8.909908098366458,12.675841646708164,3.7659335483417067,20.871597166368275,22.77593776477086,1.9043405984025839,17.911456110190628,16.769562589157474,-1.141893521033154,9.842004871691515,3.5570631739455223,-6.284941697745992
2011-04-01,15.416543243056102,1,20.634033298650024,22.441882680509053,1.8078493818590289,14.024911602194067,13.93228952260425,-0.09262207958981605,9.164411515932372,12.895548243676927,3.7311367277445555,20.895583568812455,22.792998635974897,1.8974150671624415,17.905148521372993,16.934552906783523,-0.9705956145894703,9.875170951374699,3.5019874687879167,-6.373183482586782
2011-04-04,15.135514423090585,1,20.793689450488785,22.75401246852823,1.9603230180394462,13.412471493455314,13.144266763114672,-0.2682047303406421,8.704659792079369,12.274700522266343,3.5700407301869745,20.671531895415313,22.60803668782033,1.9365047924050174,17.50031847089639,16.378844130006726,-1.1214743408896624,9.730415436208347,3.653225966807213,-6.077189469401134
2011-04-05,15.375805388215342,1,20.93216718633495,22.834792818959585,1.902625632624634,13.648016314780975,13.207959149752298,-0.4400571650286764,8.444989598990546,12.354677151320885,3.9096875523303396,21.129007893457597,23.07218326202795,1.9431753685703512,17.78473328829527,16.72426692515728,-1.0604663631379907,10.315918047432717,4.060953022074031,-6.254965025358686
2011-04-07,15.55753917846375,1,21.11974178029746,23.117744211915365,1.9980024316179055,13.827901136724009,13.418724832901432,-0.4091763038225764,8.532652863161601,12.607123817554168,4.074470954392567,21.26454809401423,23.194473891719753,1.929925797705522,18.00555089973753,16.90131268355664,-1.1042382161808888,10.594840296847678,4.105855633135164,-6.488984663712515
2011-04-08,15.632043002586785,1,21.143611145714814,23.267762716364118,2.1241515706493033,13.840822252089197,13.423114851083398,-0.4177074010057993,8.517908902939709,12.520388609367515,4.002479706427806,21.38206815716451,23.32083742065022,1.9387692634857103,18.30167800761359,17.16997754253181,-1.131700465081778,10.606169549998896,4.090176875523625,-6.515992674475271
2011-04-18,15.682706513336534,1,20.975732581571634,23.034060471036895,2.058327889465261,13.860375336805262,13.497557734701473,-0.36281760210378877,8.536621299262137,12.515314056044218,3.978692756782081,21.512628612521596,23.53780813994024,2.0251795274186435,18.419441068744405,17.32416733182457,-1.095273736919836,10.791440181114169,4.187331346471808,-6.604108834642361
2011-04-19,15.391322935940082,1,20.113258233291276,21.989647403849276,1.8763891705579994,13.916954151296792,13.662579137918456,-0.25437501337833623,8.084876961442845,12.138094149998068,4.053217188555223,20.913795620079526,22.90605912363482,1.992263503555293,18.209631170283572,17.181981157231917,-1.0276500130516553,11.109421479246478,4.469576643007883,-6.639844836238595
2011-04-20,15.145391161442845,1,19.71850324855278,21.27559302159254,1.5570897730397633,13.606009875334749,13.226783892282981,-0.3792259830517679,7.911487718643954,12.44121500471772,4.529727286073765,20.792324990956814,22.336581482033807,1.5442564910769931,17.187353322802238,16.52671869960011,-0.6606346232021281,11.656667812366535,5.065454868429924,-6.591212943936611
2011-04-25,15.409296241083744,1,19.862969434300055,21.376557044727207,1.5135876104271517,13.543058394092014,13.20664254638659,-0.33641584770542465,7.961697396830502,12.517114380336722,4.55541698350622,21.658420227965493,23.233689816868676,1.5752695889031827,17.50820994833758,16.771568061072642,-0.7366418872649376,11.921422044976822,5.350205597110616,-6.571216447866206
2011-04-26,15.492279616603819,1,19.9996942713927,21.425771369042465,1.4260770976497668,13.770909142383076,13.446716783394393,-0.32419235898868237,7.7331494177020375,12.212093926611686,4.478944508909649,21.878984699225,23.311967360562875,1.4329826613378742,17.64269582453663,17.1188911539123,-0.5238046706243296,11.928244344383472,5.438237106099223,-6.4900072382842495
2011-04-27,15.733207181165277,1,20.001815010858962,21.382061856761837,1.3802468459028745,13.986737825602503,13.63446188507659,-0.3522759405259137,8.491565376182578,13.414522731385773,4.922957355203195,21.664228277626393,23.16399056680126,1.4997622891748676,18.099211874745563,17.41760626782242,-0.6816056069231422,12.15568472197566,5.386599779143765,-6.7690849428318955
2011-04-28,15.590119745899036,1,20.0529956040873,21.568670356286646,1.5156747521993452,13.801568519248164,13.436191597298006,-0.36537692195015836,8.219369736207128,13.060201077998357,4.84083134179123,21.509332295056367,23.175170584111953,1.6658382890555856,17.882530123074773,17.120287864526077,-0.7622422585486959,12.074922197720483,5.180196995173162,-6.8947252025473205
2011-04-29,15.729256551822607,1,20.259680978807623,21.981471763378764,1.7217907845711409,14.019682077714947,13.712152399509279,-0.30752967820566823,8.156398233670416,12.945718484507708,4.789320250837292,21.53155209278816,23.14305200783113,1.6114999150429696,18.372672918788766,17.473238518922628,-0.8994343998661378,12.035553009165724,5.119906136786113,-6.915646872379611
2011-05-04,15.425699483598729,1,19.48685667110861,21.14101252343474,1.6541558523261273,13.786449898452005,13.540254992187798,-0.2461949062642077,8.272059836200327,13.076425200174299,4.804365363973972,21.082212110857114,22.51664474919461,1.4344326383374977,18.156334482502885,17.276782932957815,-0.8795515495450701,11.770283902471434,5.003076503643143,-6.76720739882829
2011-05-06,15.272866171234028,1,19.453924443133815,21.072764311244597,1.6188398681107827,13.625777470873203,13.441627926657091,-0.18414954421611185,8.327410451242642,13.164058629283872,4.83664817804123,20.597149539918817,22.011284158243,1.4141346183241836,17.844698183917018,17.0911396755577,-0.753558508359319,11.788236938318676,4.856322326417953,-6.931914611900723
2011-05-09,15.406956511274236,1,19.29334155696985,20.83631383403487,1.5429722770650187,13.761160804474258,13.456349728943223,-0.3048110755310347,8.357670143240867,13.249889011299643,4.892218868058777,20.855916985621548,22.31880722463785,1.4628902390163034,18.397849521800268,17.813482435987922,-0.584367085812346,11.775800055538625,4.766896832741935,-7.00890322279669
2011-05-10,15.405907561061134,1,19.225383988880367,20.651036968439456,1.4256529795590893,13.819403421293174,13.482679416486533,-0.33672400480664066,8.328029620038464,13.48441348761763,5.156383867579166,20.88666941883352,22.287856483125296,1.4011870642917756,18.388997376854505,17.735449781315822,-0.6535475955386829,11.786961540466777,4.794009229382027,-6.99295231108475
2011-05-11,15.424245142345121,1,19.281661073102853,20.576592282062776,1.2949312089599232,13.85347943298926,13.525360873903097,-0.32811855908616394,8.256842184328491,13.405984284806905,5.149142100478414,20.83613729113604,22.231919477934284,1.3957821867982432,18.62488293179176,18.041728818268822,-0.5831541135229372,11.692467940722324,4.763885117094844,-6.92858282362748
2011-05-12,15.318984567493507,1,19.2380065473762,20.57737100548252,1.339364458106317,13.859059299190989,13.492044762122447,-0.3670145370685418,8.168301520378506,13.313872636017123,5.145571115638617,20.737971513330436,22.02053936970367,1.282567856373234,18.455108025259022,17.914773747186388,-0.5403342780726348,11.455460499425882,4.5953058844488766,-6.860154614977006
2011-05-13,15.175177340047222,1,19.221825881722992,20.590543599119982,1.36871771739699,13.712820407749817,13.399524675287921,-0.3132957324618957,8.132980183253935,13.333254042077485,5.20027385882355,20.538852008391885,21.7407841685815,1.2019321601896138,17.960099359892325,17.412861778943764,-0.5472375809485612,11.484486199272382,4.574095776272671,-6.910390422999711
2011-05-18,14.629427647056936,1,18.662483209933413,20.0518283926379,1.3893451827044885,13.12366221211883,12.852542900323556,-0.2711193117952746,7.770773276132658,12.934976268879566,5.164202992746908,19.813223568547812,20.883889876252425,1.070666307704613,17.419387217616688,16.86361182066922,-0.5557753969474675,10.987036397992213,4.189716623578931,-6.797319774413282
2011-05-19,14.694698715575962,1,18.677621601934092,20.225894153813385,1.5482725518792932,13.320525474295664,13.013844583821836,-0.30668089047382807,8.09422599231577,13.146347281196057,5.052121288880286,19.74060983758649,20.768484386428554,1.027874548842064,17.579317449935388,17.016016372800337,-0.5633010771350513,10.75589193738837,3.9976055153955485,-6.758286421992821
