date,TCI,lag_selected,FROM_Indonesia,TO_Indonesia,Net_Indonesia,FROM_Malaysia,TO_Malaysia,Net_Malaysia,FROM_Philippines,TO_Philippines,Net_Philippines,FROM_Singapore,TO_Singapore,Net_Singapore,FROM_Thailand,TO_Thailand,Net_Thailand,FROM_Vietnam,TO_Vietnam,Net_Vietnam
2014-11-07,10.013636876434079,1,10.159444296636053,9.38408776816243,-0.7753565284736226,8.658815101170816,9.025785136951995,0.36697003578117915,11.291650748656181,10.097859928762418,-1.1937908198937635,10.881749639116777,10.937977779678533,0.056228140561756845,15.83131510990333,16.037873233538136,0.20655812363480663,3.2588463631213216,4.598237411511022,1.3393910483897002
2014-11-14,10.133449005298518,1,9.951440536968889,9.080829881897415,-0.8706106550714736,9.065651219306773,9.47507457118293,0.40942335187615697,11.428687525868995,10.44298409151709,-0.9857034343519047,10.974658308815421,11.192334148941796,0.21767584012637542,16.26289926585349,16.033775811906608,-0.22912345394688316,3.117357174977542,4.575695526345271,1.458338351367729
2014-11-21,10.777439802040782,1,12.250222499707405,10.901658546892932,-1.348563952814473,9.434109103707385,9.894511086751223,0.4604019830438375,11.649329965345885,10.981533767865656,-0.6677961974802287,11.371252208163583,11.321488605660107,-0.04976360250347511,16.676197835062794,16.38969687243808,-0.28650096262471436,3.2835272002576374,5.175749932636705,1.892222732379068
2014-11-28,10.885850705355395,1,12.104794239027456,11.120954895628103,-0.9838393433993531,9.337258230480487,9.717600228725729,0.3803419982452425,11.738231418640595,11.039352129021623,-0.6988792896189722,11.704837896927899,11.205438529541695,-0.4993993673862036,16.881917661251194,16.819325031318442,-0.06259262993275172,3.5480647858047405,5.412433417896793,1.8643686320920523
2014-12-12,10.605860297233642,1,12.306317521812119,11.339751759381173,-0.966565762430946,8.7976978722416,9.034275407990947,0.2365775357493476,12.331247452951388,11.050219593075994,-1.281027859875394,11.270500004735752,11.500722914126655,0.2302229093909034,15.331210840829499,14.850635604401987,-0.4805752364275122,3.598188090831499,5.859556504425086,2.261368413593587
2014-12-19,10.304004566872749,1,12.404218256285034,11.443528721500513,-0.960689534784521,8.696943562433844,9.102404889477768,0.40546132704392335,11.052306545387239,10.9037134407086,-0.14859310467863907,11.268521271032128,11.426819253111844,0.15829798207971635,14.809099736608502,13.494972980584208,-1.3141267560242937,3.592938029489744,5.45258811585353,1.8596500863637857
2015-01-09,10.321259982764003,1,12.483731183488501,11.145863737124174,-1.3378674463643279,8.624009190546502,8.97267339700089,0.3486642064543872,11.182325554733481,11.261176055249237,0.07885050051575604,11.045754583936485,11.301471099219526,0.25571651528304074,14.874923775433572,13.794390173027736,-1.0805336024058363,3.716815608445472,5.451985434962509,1.735169826517037
2015-01-23,10.633632080596668,1,12.808057379192235,11.35037838868027,-1.4576789905119654,9.130455002508569,9.502621896514754,0.37216689400618463,11.270230498181931,11.30438429323928,0.03415379505734961,11.467369855257871,11.74685308468895,0.2794832294310794,15.22650392793831,14.246783857984852,-0.9797200699534585,3.8991758205010854,5.650770962471853,1.7515951419707676
2015-01-30,10.766587103566215,1,12.833064746653989,11.411695138039065,-1.4213696086149241,9.22322024788781,9.562496110533587,0.3392758626457777,11.484392696371657,11.469086684284164,-0.015306012087492604,11.671605686471452,11.978342593051451,0.3067369065799994,15.469619790331677,14.500985672303358,-0.9686341180283193,3.9176194536807003,5.676916423185645,1.7592969695049447
2015-02-06,11.175751338901483,1,12.91979623335736,11.431520211010167,-1.4882760223471934,10.040436064393006,10.465987352841168,0.4255512884481618,11.816110669786042,11.660624609028474,-0.15548606075756766,11.882258084160512,12.099223170741212,0.21696508658070002,16.22500828910634,15.497141649471132,-0.7278666396352094,4.170898692605633,5.900011040316741,1.7291123477111086
2015-02-13,11.17535507798666,1,12.424230574590524,10.62706451774551,-1.7971660568450147,10.055960486940236,10.65595450197651,0.5999940150362733,11.78265245879301,11.851532256683655,0.06887979789064502,11.573233837655863,11.694657296227291,0.121423458571428,17.56585803141826,16.384434128504836,-1.1814239029134228,3.6501950785220743,5.8384877667821655,2.1882926882600913
2015-02-27,11.805438838130783,1,13.578240763847674,11.442756199506462,-2.135484564341212,10.228866672238567,10.680700233338058,0.451833561099491,12.46547711854545,12.982738974601403,0.5172618560559528,11.735940348297945,11.961472060426331,0.22553171212838663,19.331420575063802,18.45801853402601,-0.8734020410377923,3.49268755079126,5.306947026886448,1.814259476095188
