date,Indonesia_Malaysia,Indonesia_Philippines,Indonesia_Singapore,Indonesia_Thailand,Indonesia_Vietnam,Malaysia_Philippines,Malaysia_Singapore,Malaysia_Thailand,Malaysia_Vietnam,Philippines_Singapore,Philippines_Thailand,Philippines_Vietnam,Singapore_Thailand,Singapore_Vietnam,Thailand_Vietnam
2010-01-04,-0.9999999999877673,0.9999999999565835,-0.999999999979014,0.9999999999738601,0.9999999999857899,-0.9999999999749426,0.9999999999878881,-0.9999999999849136,-0.9999999999917988,-0.9999999999570116,0.9999999999464547,0.9999999999708916,-0.9999999999741181,-0.9999999999859299,0.9999999999824747
2010-01-05,-0.9771605715232069,0.9652669642716246,-0.9830908161669245,0.9948530625062846,0.9998409027835368,-0.9987403425977843,0.9995507179117323,-0.950598735140367,-0.9732146422466599,-0.996787687643507,0.9338252536386619,0.9604531223529679,-0.9594758422484305,-0.9796680674679373,0.9965022033899417
2010-01-06,-0.9640839480658789,0.7465481163986747,-0.9813492365547232,0.9345080684512947,0.9985879789774034,-0.8671945863485981,0.9944923709447835,-0.9343639455587516,-0.951008931720692,-0.8112936024014225,0.8895890462529704,0.7101506479065078,-0.9195857935166473,-0.9737443265987633,0.9177790211670188
2010-01-07,-0.9216922573745784,0.7394080533471946,-0.8484581970476154,0.9132348267897349,0.9934916217564866,-0.8601562023955773,0.9688411864090253,-0.931265247913052,-0.9327130824441625,-0.7583290119086853,0.888958519791331,0.7109958878466529,-0.8756875244559315,-0.8871369333655327,0.9120808529359422
2010-01-08,-0.918902985002422,0.654501925901405,-0.8430738020094468,0.8757461888561475,0.95036965024331,-0.7227487282052609,0.948620934989637,-0.8638362243805857,-0.9183583126484389,-0.7143562050704046,0.8826725485852506,0.47845054593138225,-0.8632534223690113,-0.8140620112763081,0.7575185745929935
2010-01-11,-0.9203682072062028,0.5907746321981655,-0.8292780757199467,0.8359958048589833,0.9512942925776084,-0.6575384786350086,0.934447889580976,-0.8254591210561815,-0.9198342929137632,-0.6994054689189544,0.8823084093378357,0.4175289744266655,-0.8582036749498874,-0.7982520242827547,0.7164083705095509
2010-01-12,-0.9230209675956242,0.5255665300437861,-0.7938412792579318,0.7251817465877538,0.94990902404206,-0.5881587384970975,0.8956759719780434,-0.7134819285975835,-0.9205065760328535,-0.7003407988552086,0.8869858611096064,0.3320361774495318,-0.8422953375483307,-0.7391786040940638,0.5729950976856167
2010-01-13,-0.9201851786941577,0.49343608576296577,-0.737466925018961,0.6861555495424214,0.9435455534605962,-0.572378659672017,0.8624056742646109,-0.6945595084375221,-0.8990479705948734,-0.7067239889230205,0.8890942187586905,0.2765920935875341,-0.8454962307809548,-0.6367410812149372,0.5014554128888089
2010-01-14,-0.9153702089742421,0.4826935250181417,-0.696153524796419,0.6331072933841256,0.9436120772867047,-0.5410315336769842,0.7779288325046474,-0.5988997319005419,-0.8963236689949918,-0.7087712221649703,0.8755487834020501,0.26544299063203614,-0.8573313558591429,-0.5941090450798859,0.4524379040721019
2010-01-15,-0.8369879412803726,0.5209542008415153,-0.6161901490943571,0.6028445914333348,0.8860325586567304,-0.44822908386979665,0.7848990603223008,-0.597851440985829,-0.8965135752646066,-0.5907456846620049,0.8095190801107476,0.21380177043271614,-0.8490384542934888,-0.6001926283062422,0.4544856436380955
