date,TCI,lag_selected,FROM_Indonesia,TO_Indonesia,Net_Indonesia,FROM_Malaysia,TO_Malaysia,Net_Malaysia,FROM_Philippines,TO_Philippines,Net_Philippines,FROM_Singapore,TO_Singapore,Net_Singapore,FROM_Thailand,TO_Thailand,Net_Thailand,FROM_Vietnam,TO_Vietnam,Net_Vietnam
2014-12-12,8.413626305099244,1,10.368350464288383,9.835306663467861,-0.533043800820522,6.815975204636388,6.85747254434429,0.04149733970790237,11.23729556424506,9.623751212849626,-1.6135443513954328,8.361825479329482,9.703854165333638,1.3420286860041557,11.098252730984385,10.441514205894421,-0.6567385250899633,2.6000583871117726,4.019859038705647,1.4198006515938744
2014-12-19,8.23100114164239,1,10.600359106488213,9.841087597651452,-0.7592715088367612,6.550584048049615,6.8398954027204155,0.2893113546708008,10.385025996221557,9.403162808656049,-0.9818631875655086,8.193300033907661,9.62923940538478,1.4359393714771187,11.05495643510136,9.796677682049648,-1.2582787530517123,2.6017812300859333,3.875943953391996,1.2741627233060626
2014-12-26,8.474960621659049,1,12.024098905722667,11.269039403328705,-0.7550595023939621,6.212204984886128,6.535794228426852,0.3235892435407237,10.582003405740252,9.81205330698198,-0.7699500987582724,8.429236080576416,9.683859156681422,1.2546230761050055,10.94935697480338,9.615173469332674,-1.3341835054707047,2.6528633782254474,3.9338441652026575,1.28098078697721
2015-01-02,8.50088643922817,1,11.697526923566201,11.641509031316318,-0.056017892249883516,6.193407124924008,6.263887197463433,0.07048007253942501,10.573049400811229,9.689958973629317,-0.8830904271819122,8.473680819058046,9.315080092592964,0.8413992735349183,11.292042592360318,10.039432216557756,-1.2526103758025613,2.775611774649221,4.05545112380922,1.2798393491599995
2015-01-09,8.531781245107341,1,11.805117209591657,11.57764878785629,-0.22746842173536663,6.196130423801463,6.223436609268774,0.02730618546731023,10.567108396625912,9.875196172341035,-0.6919122242848772,8.548059637402801,9.452721880066818,0.904662242664017,11.363097606343672,10.047654156822546,-1.3154434495211262,2.711174196878545,4.014029864288588,1.3028556674100429
2015-01-16,8.56097804348189,1,11.965409865591326,11.698572326120512,-0.26683753947081357,6.239440282409646,6.2909640426091045,0.05152376019945848,10.589191414847008,9.845086671490762,-0.744104743356246,8.64041001284447,9.47128826542695,0.8308782525824796,11.211879296082117,10.041325625986303,-1.1705536700958135,2.7195373891167804,4.018631329257687,1.2990939401409065
2015-01-23,8.831071940552443,1,12.298213577691314,12.096925801376855,-0.2012877763144587,6.930768514476583,6.964898233864815,0.034129719388232616,10.396090267374674,9.67166663564818,-0.7244236317264949,9.107116928649845,9.961543347676638,0.8544264190267938,11.428195187623857,10.31125049175337,-1.1169446958704867,2.8260471674983876,3.98014713299483,1.1540999654964423
2015-01-30,8.798057690193595,1,12.3143106913394,12.055948081742713,-0.2583626095966878,6.91545895640111,6.73398344635649,-0.1814755100446206,10.416869078002733,9.825782444952068,-0.591086633050665,8.855619153700587,9.886320562649914,1.0307014089493265,11.380801739481925,10.31622705269156,-1.0645746867903654,2.905286522235812,3.970084552768853,1.0647980305330407
2015-02-06,8.850941474468174,1,12.245377969487691,11.995622530227791,-0.24975543925989996,6.914679678723246,6.801234953388331,-0.11344472533491512,10.61345935540895,9.951592236426976,-0.6618671189819736,8.875547633669541,9.839965807406074,0.9644181737365329,11.332346399034662,10.394841042180417,-0.9375053568542455,3.1242378104849564,4.122392277179458,0.9981544666945013
2015-02-13,9.143104448656482,1,12.38636612294205,12.115653878210537,-0.2707122447315129,7.0228239324138855,6.795551993614708,-0.22727193879917706,10.792884200631704,10.2535914271798,-0.5392927734519048,9.45159013832577,10.297929463674791,0.846339325349021,11.98274171959757,10.91748783903789,-1.0652538805596805,3.2222205780279154,4.478412090221198,1.2561915121932827
