country,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam
Indonesia,1.0,0.41746627906265116,0.6828191710927792,0.4459283503932247,0.4111027093680775,0.34307626718148
Malaysia,0.41746627906265116,1.0,0.5039664143917411,0.601550675501422,0.6941807668729869,0.425981363330486
Philippines,0.6828191710927792,0.5039664143917411,1.0,0.5181287269304388,0.4734388035996527,0.3516405832735512
Singapore,0.4459283503932247,0.601550675501422,0.5181287269304388,1.0,0.5503208886446387,0.3948907115682837
Thailand,0.4111027093680775,0.6941807668729869,0.4734388035996527,0.5503208886446387,1.0,0.4599209457304795
Vietnam,0.34307626718148,0.425981363330486,0.3516405832735512,0.3948907115682837,0.4599209457304795,1.0
