,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam,FROM
Indonesia,88.34660825044165,2.7616312824719627,1.9509557642009914,2.5641317326513096,3.9657552308980435,0.41091773933602327,11.653391749558338
Malaysia,3.0601922101086307,90.48456324623152,1.4967036753334888,2.718672088186635,1.7716853976726503,0.46818338246705193,9.515436753768455
Philippines,1.8902467019720963,1.588670615009547,92.0819107607312,1.7467859768213942,2.1893556092950432,0.5030303361706998,7.918089239268781
Singapore,2.7264257459186387,2.351972598773223,1.4972737413632526,88.96717747323555,3.5690358346871087,0.8881146060222396,11.032822526764463
Thailand,4.164107728136175,1.5013529117105309,2.0979558593075116,3.3068677979291943,87.70500492651516,1.2247107764014327,12.294995073484856
Vietnam,0.21545089122631286,0.28557415375445055,0.8818267717331053,0.9264785956608143,0.8675636444208129,96.82310594320451,3.17689405679549
TO,12.056423277361844,8.489201561719725,7.924715811938356,11.262936191249352,12.363395716973656,3.4949568403974496,55.59162939964038
Net,0.40303152780350615,-1.0262351920487305,0.006626572669574671,0.23011366448488957,0.06840064348880048,0.3180627836019596,
