country,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam
Indonesia,1.0,0.47941808000544783,0.47594484222067107,0.5194994442165108,0.47149859613431444,0.2260928807169602
Malaysia,0.47941808000544783,1.0,0.44676029801825184,0.5293427836594402,0.45795866816543773,0.25031507045028273
Philippines,0.47594484222067107,0.44676029801825184,1.0,0.4235477065703253,0.4009542258195101,0.21507650975284381
Singapore,0.5194994442165108,0.5293427836594402,0.4235477065703253,1.0,0.541548770890244,0.29051517661913173
Thailand,0.47149859613431444,0.45795866816543773,0.4009542258195101,0.541548770890244,1.0,0.24967815980265
Vietnam,0.2260928807169602,0.25031507045028273,0.21507650975284381,0.29051517661913173,0.24967815980265,1.0
