country,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam
Indonesia,1.0,0.569185138425593,0.6193513788626832,0.6291462848756479,0.43112417960875404,0.24007470071453776
Malaysia,0.569185138425593,1.0,0.672524696756926,0.7111129120167674,0.608268208619552,0.39506448886284623
Philippines,0.6193513788626832,0.672524696756926,1.0,0.8247625359501044,0.7557730172761509,0.4459598968274899
Singapore,0.6291462848756479,0.7111129120167674,0.8247625359501044,1.0,0.6394487800409783,0.3766465653778761
Thailand,0.43112417960875404,0.608268208619552,0.7557730172761509,0.6394487800409783,1.0,0.48606731721995117
Vietnam,0.24007470071453776,0.39506448886284623,0.4459598968274899,0.3766465653778761,0.48606731721995117,1.0
