country,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam
Indonesia,1.0,0.4823612361279424,0.5636186035865158,0.5272969600861602,0.509013293659502,0.2675357284089132
Malaysia,0.4823612361279424,1.0,0.5107724815750484,0.5637209762928986,0.494982139078303,0.28007186211444746
Philippines,0.5636186035865158,0.5107724815750484,1.0,0.5223735181136901,0.46980689168235196,0.2705790484065049
Singapore,0.5272969600861602,0.5637209762928986,0.5223735181136901,1.0,0.5533128309419788,0.3434685622273101
Thailand,0.509013293659502,0.494982139078303,0.46980689168235196,0.5533128309419788,1.0,0.32753260032093723
Vietnam,0.2675357284089132,0.28007186211444746,0.2705790484065049,0.3434685622273101,0.32753260032093723,1.0
