country,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam
Indonesia,1.0,0.38017885996294215,0.41123470210291224,0.45132336190247613,0.43450033226751805,0.19088318895108547
Malaysia,0.38017885996294215,1.0,0.35311890700210097,0.46600210082420673,0.3833436050152759,0.2397529299841974
Philippines,0.41123470210291224,0.35311890700210097,1.0,0.35557891163895144,0.35429632879466627,0.19741548988026644
Singapore,0.45132336190247613,0.46600210082420673,0.35557891163895144,1.0,0.47880480269438125,0.32618225076168156
Thailand,0.43450033226751805,0.3833436050152759,0.35429632879466627,0.47880480269438125,1.0,0.2505390990462724
Vietnam,0.19088318895108547,0.2397529299841974,0.19741548988026644,0.32618225076168156,0.2505390990462724,1.0
