date,country,year_week,close,open,high,low,adjusted_close,volume,index_name,ticker,currency,source,return_lcu,dlog_fx,return_usd
2021-11-05,Vietnam,2021-W44,1456.51,1444.27,1463.63,1435.57,1456.51,5085444200,VN-Index,VNINDEX,VND,vnstock,0.8439159566541614,-0.29497897101733817,1.1388949276714997
2021-11-12,Vietnam,2021-W45,1473.37,1456.51,1474.98,1449.18,1473.37,4924314900,VN-Index,VNINDEX,VND,vnstock,1.1509130821752984,-0.06621785916830839,1.2171309413436069
2021-11-19,Vietnam,2021-W46,1452.35,1473.37,1482.68,1434.69,1452.35,5517185700,VN-Index,VNINDEX,VND,vnstock,-1.436935980221157,0.008830411944449246,-1.4457663921656063
2021-11-26,Vietnam,2021-W47,1493.03,1452.35,1511.68,1438.41,1493.03,4903161800,VN-Index,VNINDEX,VND,vnstock,2.7624677938666786,-0.04410143401136814,2.8065692278780467
2021-12-03,Vietnam,2021-W48,1443.32,1493.03,1503.09,1443.32,1443.32,4480088100,VN-Index,VNINDEX,VND,vnstock,-3.386159669777658,0.08802817469848424,-3.474187844476142
2021-12-10,Vietnam,2021-W49,1463.54,1443.32,1475.85,1400.87,1463.54,3726607400,VN-Index,VNINDEX,VND,vnstock,1.3912143086949627,0.26143805740708936,1.1297762512878733
2021-12-17,Vietnam,2021-W50,1479.79,1463.54,1487.73,1463.54,1479.79,4424572500,VN-Index,VNINDEX,VND,vnstock,1.1042027301244794,-0.1738375057503665,1.278040235874846
2021-12-24,Vietnam,2021-W51,1477.03,1479.79,1489.24,1447.14,1477.03,4791409900,VN-Index,VNINDEX,VND,vnstock,-0.18668710314443535,-0.021784119463118864,-0.16490298368131648
2021-12-31,Vietnam,2021-W52,1498.28,1477.03,1499.77,1469.91,1498.28,3874689700,VN-Index,VNINDEX,VND,vnstock,1.4284468731199464,-0.24130756471842071,1.669754437838367
2022-01-07,Vietnam,2022-W01,1528.48,1508.55,1536.24,1507.19,1528.48,3724561800,VN-Index,VNINDEX,VND,vnstock,1.995599402328109,-0.043956044663784034,2.039555446991893
2022-01-14,Vietnam,2022-W02,1496.02,1528.48,1536.45,1464.49,1496.02,5203859400,VN-Index,VNINDEX,VND,vnstock,-2.1465529092682596,0.05285412385198995,-2.1994070331202495
2022-01-21,Vietnam,2022-W03,1472.89,1496.02,1503.86,1424.65,1472.89,3586693000,VN-Index,VNINDEX,VND,vnstock,-1.5581791283743491,-0.2425847479179784,-1.3155943804563708
2022-01-28,Vietnam,2022-W04,1478.96,1472.89,1490.45,1424.36,1478.96,3308090600,VN-Index,VNINDEX,VND,vnstock,0.41126808989180386,0.0,0.41126808989180386
2022-02-11,Vietnam,2022-W06,1501.71,1498.8,1512.88,1491.78,1501.71,3043406300,VN-Index,VNINDEX,VND,vnstock,1.5265320739537478,0.0,1.5265320739537478
2022-02-18,Vietnam,2022-W07,1504.84,1486.73,1507.99,1470.06,1504.84,3183517392,VN-Index,VNINDEX,VND,vnstock,0.20821214553373094,0.15372793188863978,0.05448421364509115
2022-02-25,Vietnam,2022-W08,1498.89,1504.96,1520.78,1473.76,1498.89,4181109859,VN-Index,VNINDEX,VND,vnstock,-0.3961746083913116,0.06569583067773231,-0.4618704390690439
2022-03-04,Vietnam,2022-W09,1505.33,1499.43,1509.19,1479.55,1505.33,4270052315,VN-Index,VNINDEX,VND,vnstock,0.42873090948580517,-0.021893815084719086,0.45062472457052427
2022-03-11,Vietnam,2022-W10,1466.54,1500.65,1505.32,1458.88,1466.54,4491862562,VN-Index,VNINDEX,VND,vnstock,-2.610625837768425,0.0,-2.610625837768425
2022-03-18,Vietnam,2022-W11,1469.1,1459.28,1474.86,1437.27,1469.1,3536457593,VN-Index,VNINDEX,VND,vnstock,0.17440835040556146,-0.061210215272445016,0.2356185656780065
2022-03-25,Vietnam,2022-W12,1498.5,1474.78,1513.9,1474.38,1498.5,4012183231,VN-Index,VNINDEX,VND,vnstock,1.981463938033668,-0.013117334576423877,1.994581272610092
2022-04-01,Vietnam,2022-W13,1516.44,1490.44,1516.87,1473.8,1516.44,4165050157,VN-Index,VNINDEX,VND,vnstock,1.1900874801871786,-0.0700341445065693,1.2601216246937479
2022-04-08,Vietnam,2022-W14,1482.0,1528.87,1530.95,1482.0,1482.0,3658494800,VN-Index,VNINDEX,VND,vnstock,-2.2972955702557556,-0.030617824186699876,-2.266677746069056
2022-04-15,Vietnam,2022-W15,1458.56,1487.94,1490.58,1448.52,1458.56,2314132300,VN-Index,VNINDEX,VND,vnstock,-1.594287923876751,0.056784678399189485,-1.6510726022759403
2022-04-22,Vietnam,2022-W16,1379.23,1455.04,1456.07,1352.43,1379.23,3480075400,VN-Index,VNINDEX,VND,vnstock,-5.592427520426246,0.0,-5.592427520426246
