date,country,index_name,ticker,open,high,low,close,adjusted_close,volume,currency,source,return_lcu,dlog_fx,return_usd
2010-01-29,Indonesia,Jakarta Composite Index,^JKSE,2619.260986328125,2619.260986328125,2569.26611328125,2610.7958984375,2610.6943359375,21712000,IDR,yfinance,-0.3353134306980348,-0.8070073006027613,0.47169386990472645
2010-02-02,Indonesia,Jakarta Composite Index,^JKSE,2588.259033203125,2613.673095703125,2574.110107421875,2580.2509765625,2580.150634765625,30633100,IDR,yfinance,-1.1768444839581444,0.6171209065006723,-1.7939653904588169
2010-02-03,Indonesia,Jakarta Composite Index,^JKSE,2580.656005859375,2606.282958984375,2580.656005859375,2604.549072265625,2604.447509765625,38272000,IDR,yfinance,0.9372887424165138,0.5450125609625969,0.39227618145391696
2010-02-04,Indonesia,Jakarta Composite Index,^JKSE,2604.751953125,2610.367919921875,2589.054931640625,2593.219970703125,2593.119140625,38026400,IDR,yfinance,-0.43592238936581595,0.23785608366247282,-0.6737784730282887
2010-02-05,Indonesia,Jakarta Composite Index,^JKSE,2592.408935546875,2592.408935546875,2506.888916015625,2518.97607421875,2518.878173828125,34842900,IDR,yfinance,-2.904783627163512,0.8613070350526202,-3.766090662216132
2010-02-08,Indonesia,Jakarta Composite Index,^JKSE,2518.60693359375,2518.60693359375,2431.837890625,2475.572021484375,2475.4755859375,36850700,IDR,yfinance,-1.738101009037314,0.17306749529467058,-1.9111685043319846
2010-02-09,Indonesia,Jakarta Composite Index,^JKSE,2474.75,2490.10888671875,2439.909912109375,2489.485107421875,2489.388427734375,32704700,IDR,yfinance,0.5604415817644905,-1.5427605132295565,2.103202094994047
2010-02-10,Indonesia,Jakarta Composite Index,^JKSE,2490.29296875,2511.735107421875,2474.40087890625,2483.43798828125,2483.34130859375,26501600,IDR,yfinance,-0.24320191584837172,-0.2669650373924347,0.023763121544062987
2010-02-11,Indonesia,Jakarta Composite Index,^JKSE,2483.638916015625,2508.262939453125,2468.85400390625,2507.7509765625,2507.653564453125,40917000,IDR,yfinance,0.9742440431769502,0.16840593698217657,0.8058381061947737
2010-02-12,Indonesia,Jakarta Composite Index,^JKSE,2508.154052734375,2536.56591796875,2501.985107421875,2534.136962890625,2534.038330078125,35308600,IDR,yfinance,1.0466804314335059,-0.068612447657388,1.1152928790908938
2010-02-23,Indonesia,Jakarta Composite Index,^JKSE,2564.162109375,2583.695068359375,2538.034912109375,2583.65087890625,2583.550048828125,32655900,IDR,yfinance,1.9350337496409222,0.6454191532588291,1.289614596382093
2010-02-24,Indonesia,Jakarta Composite Index,^JKSE,2582.423095703125,2582.423095703125,2555.469970703125,2579.416015625,2579.315673828125,40083200,IDR,yfinance,-0.16404452304985892,0.11233492196552831,-0.27637944501538725
2010-02-25,Indonesia,Jakarta Composite Index,^JKSE,2579.31494140625,2583.158935546875,2536.092041015625,2549.032958984375,2548.933837890625,23650800,IDR,yfinance,-1.1848967306483837,-0.18300590391846108,-1.0018908267299227
2010-03-02,Indonesia,Jakarta Composite Index,^JKSE,2554.472900390625,2577.090087890625,2554.472900390625,2576.591064453125,2576.490966796875,25350600,IDR,yfinance,1.075317693588362,-2.161684849380254,3.237002542968616
2010-03-03,Indonesia,Jakarta Composite Index,^JKSE,2577.0009765625,2585.83203125,2552.85400390625,2567.089111328125,2566.9892578125,34245400,IDR,yfinance,-0.36946169314190414,-0.38290828856431997,0.01344659542241583
2010-03-04,Indonesia,Jakarta Composite Index,^JKSE,2566.988037109375,2579.532958984375,2557.3701171875,2565.64501953125,2565.545166015625,24987400,IDR,yfinance,-0.05626988650342477,1.9439798249980302,-2.000249711501455
2010-03-05,Indonesia,Jakarta Composite Index,^JKSE,2566.053955078125,2583.087890625,2566.053955078125,2578.77197265625,2578.671630859375,25418300,IDR,yfinance,0.5103389416303219,-4.7245621337401875,5.23490107537051
2010-03-08,Indonesia,Jakarta Composite Index,^JKSE,2578.97412109375,2627.695068359375,2578.97412109375,2626.450927734375,2626.3486328125,29813600,IDR,yfinance,1.8320171688526978,3.1155675438376305,-1.2835503749849326
2010-03-09,Indonesia,Jakarta Composite Index,^JKSE,2626.25,2657.382080078125,2624.114990234375,2657.1669921875,2657.0634765625,30408700,IDR,yfinance,1.1627036986699788,-0.07519591891304472,1.2378996175830235
2010-03-10,Indonesia,Jakarta Composite Index,^JKSE,2656.862060546875,2676.27392578125,2652.84912109375,2670.218994140625,2670.114990234375,30181300,IDR,yfinance,0.48999746221582163,-0.03488217611556594,0.5248796383313876
2010-03-11,Indonesia,Jakarta Composite Index,^JKSE,2670.118896484375,2687.117919921875,2661.928955078125,2676.52197265625,2676.41796875,40847100,IDR,yfinance,0.2357690965194134,-0.18556120410804566,0.4213303006274591
2010-03-12,Indonesia,Jakarta Composite Index,^JKSE,2676.113037109375,2686.237060546875,2661.056884765625,2666.510986328125,2666.4072265625,52724000,IDR,yfinance,-0.3747309110673791,-0.08963137896659613,-0.285099532100783
2010-03-15,Indonesia,Jakarta Composite Index,^JKSE,2666.409912109375,2683.10791015625,2658.554931640625,2669.60791015625,2669.504150390625,29518100,IDR,yfinance,0.11607403192898855,0.667012743572157,-0.5509387116431684
2010-03-17,Indonesia,Jakarta Composite Index,^JKSE,2669.406982421875,2756.261962890625,2669.406982421875,2756.261962890625,2756.15478515625,65719300,IDR,yfinance,3.1943788981500876,-0.5731092952050677,3.767488193355155
2010-03-18,Indonesia,Jakarta Composite Index,^JKSE,2756.462890625,2779.35595703125,2718.305908203125,2737.241943359375,2737.13525390625,60311400,IDR,yfinance,-0.6924577048178391,0.2283209908597603,-0.9207786956775994
2010-03-19,Indonesia,Jakarta Composite Index,^JKSE,2738.802978515625,2758.1259765625,2725.64892578125,2742.97412109375,2742.8671875,38764300,IDR,yfinance,0.2091953951239158,-0.10860158885194775,0.31779698397586353
2010-03-22,Indonesia,Jakarta Composite Index,^JKSE,2742.672119140625,2742.672119140625,2698.262939453125,2702.40087890625,2702.295654296875,34251000,IDR,yfinance,-1.4902185081354522,0.05486727508376529,-1.5450857832192175
2010-03-23,Indonesia,Jakarta Composite Index,^JKSE,2702.60205078125,2746.135009765625,2702.60205078125,2720.862060546875,2720.756103515625,27466700,IDR,yfinance,0.6808171816429326,0.31981646920142504,0.36100071244150755
2010-03-24,Indonesia,Jakarta Composite Index,^JKSE,2721.1640625,2774.85009765625,2721.1640625,2774.85009765625,2774.741943359375,33240000,IDR,yfinance,1.964796275720026,-0.32749821850985633,2.2922944942298824
2010-03-25,Indonesia,Jakarta Composite Index,^JKSE,2773.297119140625,2814.861083984375,2760.200927734375,2799.14892578125,2799.0400390625,42022300,IDR,yfinance,0.8718689022611845,0.1961870522787582,0.6756818499824263
2010-03-26,Indonesia,Jakarta Composite Index,^JKSE,2799.25,2813.08203125,2792.361083984375,2813.08203125,2812.97265625,40138200,IDR,yfinance,0.496527466560938,-0.21593517748989327,0.7124626440508313
2010-03-29,Indonesia,Jakarta Composite Index,^JKSE,2813.490966796875,2813.7958984375,2780.429931640625,2794.77099609375,2794.662109375,46152900,IDR,yfinance,-0.6530520733650501,-0.43880647965525266,-0.21424559370979745
2010-03-30,Indonesia,Jakarta Composite Index,^JKSE,2795.179931640625,2818.94091796875,2787.5048828125,2798.26806640625,2798.1591796875,41374000,IDR,yfinance,0.1250508258261734,0.026452916921954117,0.0985979089042193
2010-03-31,Indonesia,Jakarta Composite Index,^JKSE,2798.677001953125,2809.472900390625,2758.261962890625,2777.301025390625,2777.19287109375,41736300,IDR,yfinance,-0.7521076147201397,0.3036530166440387,-1.0557606313641783
2010-04-05,Indonesia,Jakarta Composite Index,^JKSE,2831.031005859375,2890.176025390625,2831.031005859375,2887.24609375,2887.1337890625,44192300,IDR,yfinance,3.8823537138809874,-0.4639779257012971,4.346331639582284
2010-04-07,Indonesia,Jakarta Composite Index,^JKSE,2881.37109375,2916.10888671875,2881.37109375,2898.58203125,2898.46923828125,65778000,IDR,yfinance,0.3918523592544383,0.19014360849008705,0.20170875076435124
2010-04-08,Indonesia,Jakarta Composite Index,^JKSE,2898.179931640625,2898.179931640625,2837.39990234375,2850.833984375,2850.722900390625,51323800,IDR,yfinance,-1.6610085103314334,0.03533745554147621,-1.6963459658729096
2010-04-12,Indonesia,Jakarta Composite Index,^JKSE,2845.614013671875,2882.714111328125,2845.614013671875,2881.3330078125,2881.220947265625,50485000,IDR,yfinance,1.0641459430375126,0.20106327051162112,0.8630826725258915
2010-04-16,Indonesia,Jakarta Composite Index,^JKSE,2900.833984375,2903.278076171875,2860.927001953125,2878.6708984375,2878.558837890625,36312000,IDR,yfinance,-0.09243429719399883,0.055533346055188504,-0.14796764324918732
2010-04-19,Indonesia,Jakarta Composite Index,^JKSE,2877.968017578125,2877.968017578125,2811.7880859375,2840.425048828125,2840.314697265625,37623100,IDR,yfinance,-1.3374987974080357,0.11431024965077871,-1.4518090470588143
2010-04-20,Indonesia,Jakarta Composite Index,^JKSE,2840.6259765625,2892.6201171875,2840.6259765625,2891.27001953125,2891.157470703125,40735900,IDR,yfinance,1.7742152663356179,0.015519557841790635,1.7586957084938273
2010-04-21,Indonesia,Jakarta Composite Index,^JKSE,2891.470947265625,2916.552001953125,2891.470947265625,2912.825927734375,2912.712646484375,65446100,IDR,yfinance,0.742786043089609,0.060971895166867386,0.6818141479227416
2010-04-22,Indonesia,Jakarta Composite Index,^JKSE,2912.72607421875,2927.39404296875,2883.013916015625,2926.531982421875,2926.41796875,50073500,IDR,yfinance,0.46943790973669897,0.8936708757020987,-0.4242329659653997
2010-04-26,Indonesia,Jakarta Composite Index,^JKSE,2924.931884765625,2954.8291015625,2924.931884765625,2944.708984375,2944.594482421875,40750000,IDR,yfinance,0.6191897123890184,-0.4686621379102412,1.0878518502992596
2010-04-27,Indonesia,Jakarta Composite Index,^JKSE,2943.677001953125,2944.43994140625,2930.4189453125,2939.299072265625,2939.184814453125,42008700,IDR,yfinance,-0.18388532380352515,1.4863405621637535,-1.6702258859672787
2010-04-28,Indonesia,Jakarta Composite Index,^JKSE,2938.998046875,2938.998046875,2875.66796875,2903.319091796875,2903.2060546875,51624300,IDR,yfinance,-1.2316545184380847,-0.8135289921219974,-0.41812552631608735
2010-04-29,Indonesia,Jakarta Composite Index,^JKSE,2903.52001953125,2927.964111328125,2903.52001953125,2926.860107421875,2926.74609375,61415100,IDR,yfinance,0.8075615776868534,-0.2208100824907668,1.0283716601776203
2010-05-04,Indonesia,Jakarta Composite Index,^JKSE,2961.291015625,2996.4189453125,2946.4189453125,2959.014892578125,2958.89990234375,39115500,IDR,yfinance,1.09261936574293,0.5372974482324673,0.5553219175104627
2010-05-06,Indonesia,Jakarta Composite Index,^JKSE,2846.041015625,2846.041015625,2748.678955078125,2810.615966796875,2810.506591796875,49674100,IDR,yfinance,-5.145274179264838,1.7064170500001818,-6.85169122926502
2010-05-07,Indonesia,Jakarta Composite Index,^JKSE,2808.735107421875,2808.735107421875,2705.205078125,2739.3330078125,2739.226318359375,35710700,IDR,yfinance,-2.5689201628517897,-0.574257517989447,-1.9946626448623426
2010-05-10,Indonesia,Jakarta Composite Index,^JKSE,2739.927001953125,2860.050048828125,2739.927001953125,2850.427001953125,2850.31591796875,57259100,IDR,yfinance,3.975434534362384,-0.18562829305108056,4.161062827413464
2010-05-11,Indonesia,Jakarta Composite Index,^JKSE,2850.822998046875,2865.47802734375,2808.568115234375,2812.89111328125,2812.78173828125,50915600,IDR,yfinance,-1.325598794234299,-0.179446370857442,-1.146152423376857
2010-05-12,Indonesia,Jakarta Composite Index,^JKSE,2812.989990234375,2849.075927734375,2812.989990234375,2847.6220703125,2847.510986328125,27651200,IDR,yfinance,1.2271464351332495,-0.0838540941190548,1.3110005292523044
2010-05-14,Indonesia,Jakarta Composite Index,^JKSE,2847.126953125,2869.486083984375,2843.847900390625,2858.385009765625,2858.27392578125,27961400,IDR,yfinance,0.3772498725183306,0.0054921214351974,0.3717577510831332
2010-05-17,Indonesia,Jakarta Composite Index,^JKSE,2857.989013671875,2857.989013671875,2780.39404296875,2819.469970703125,2819.360107421875,26022700,IDR,yfinance,-1.3707869805614308,-0.2793863185091204,-1.0914006620523105
2010-05-18,Indonesia,Jakarta Composite Index,^JKSE,2820.47607421875,2837.56494140625,2818.8359375,2834.18603515625,2834.07568359375,31953300,IDR,yfinance,0.5205869502126916,2.2296627089241974,-1.7090757587115057
2010-05-19,Indonesia,Jakarta Composite Index,^JKSE,2833.69091796875,2833.69091796875,2721.72509765625,2729.48388671875,2729.377685546875,47880900,IDR,yfinance,-3.7642244295053375,-1.734124379514733,-2.0301000499906046
2010-05-24,Indonesia,Jakarta Composite Index,^JKSE,2623.716064453125,2672.862060546875,2600.85205078125,2609.610107421875,2609.508544921875,54224200,IDR,yfinance,-4.491171279408874,0.23513769395094383,-4.726308973359818
2010-05-25,Indonesia,Jakarta Composite Index,^JKSE,2609.01611328125,2609.01611328125,2502.053955078125,2514.118896484375,2514.02099609375,71613600,IDR,yfinance,-3.7278423247633223,0.016158307688076683,-3.744000632451399
2010-05-26,Indonesia,Jakarta Composite Index,^JKSE,2514.910888671875,2701.991943359375,2514.910888671875,2696.780029296875,2696.675048828125,96599900,IDR,yfinance,7.013607677839123,0.9892825285433952,6.024325149295728
2010-05-27,Indonesia,Jakarta Composite Index,^JKSE,2696.284912109375,2732.06201171875,2618.282958984375,2713.923095703125,2713.8173828125,100495800,IDR,yfinance,0.633674528955272,-1.7341993374053701,2.3678738663606422
2010-05-31,Indonesia,Jakarta Composite Index,^JKSE,2714.319091796875,2799.452880859375,2714.319091796875,2796.95703125,2796.84814453125,56586900,IDR,yfinance,3.013682679347453,-0.11840563339123754,3.1320883127386905
2010-06-01,Indonesia,Jakarta Composite Index,^JKSE,2796.659912109375,2796.659912109375,2724.111083984375,2724.614990234375,2724.509033203125,55000000,IDR,yfinance,-2.6204921514182957,-0.4263432381261941,-2.1941489132921017
2010-06-02,Indonesia,Jakarta Composite Index,^JKSE,2725.010986328125,2771.281005859375,2721.194091796875,2733.677978515625,2733.57177734375,59242600,IDR,yfinance,0.33208172085637244,-0.032454889362471644,0.3645366102188441
2010-06-03,Indonesia,Jakarta Composite Index,^JKSE,2734.173095703125,2811.83203125,2734.173095703125,2810.97705078125,2810.86767578125,63368500,IDR,yfinance,2.7884180460374264,-0.04978040181836115,2.8381984478557873
2010-06-04,Indonesia,Jakarta Composite Index,^JKSE,2810.8779296875,2823.864013671875,2791.455078125,2823.2509765625,2823.14111328125,49708300,IDR,yfinance,0.4356921707025637,0.48811875228930374,-0.05242658158674002
2010-06-07,Indonesia,Jakarta Composite Index,^JKSE,2820.875,2820.875,2698.281005859375,2750.23291015625,2750.1259765625,39668300,IDR,yfinance,-2.6203446827330525,0.3806229535424914,-3.000967636275544
2010-06-08,Indonesia,Jakarta Composite Index,^JKSE,2750.35302734375,2781.35107421875,2750.35302734375,2779.98291015625,2779.874755859375,43080100,IDR,yfinance,1.075917756347359,-1.0214927831703469,2.097410539517706
2010-06-09,Indonesia,Jakarta Composite Index,^JKSE,2779.784912109375,2794.179931640625,2765.347900390625,2785.79296875,2785.684814453125,40994900,IDR,yfinance,0.20877810499667407,0.6247094326024455,-0.41593132760577145
2010-06-10,Indonesia,Jakarta Composite Index,^JKSE,2786.18896484375,2792.52392578125,2758.1630859375,2770.787109375,2770.679443359375,34594200,IDR,yfinance,-0.5401126463923466,-0.9504992034868762,0.41038655709452965
2010-06-11,Indonesia,Jakarta Composite Index,^JKSE,2771.47998046875,2817.406982421875,2771.47998046875,2801.89892578125,2801.789794921875,30751100,IDR,yfinance,1.116594025088219,0.03479302645213707,1.081800998636082
2010-06-15,Indonesia,Jakarta Composite Index,^JKSE,2827.034912109375,2850.031982421875,2824.383056640625,2830.173095703125,2830.06298828125,37229900,IDR,yfinance,1.0040499249312629,-0.6998774317059024,1.7039273566371653
2010-06-17,Indonesia,Jakarta Composite Index,^JKSE,2856.368896484375,2897.60791015625,2856.368896484375,2891.097900390625,2890.9853515625,49582800,IDR,yfinance,2.129845196685793,-0.22286899835697263,2.3527141950427657
2010-06-18,Indonesia,Jakarta Composite Index,^JKSE,2891.2958984375,2932.06396484375,2891.2958984375,2929.589111328125,2929.47509765625,63241400,IDR,yfinance,1.3225851842590641,-0.7840033689699686,2.1065885532290327
2010-06-21,Indonesia,Jakarta Composite Index,^JKSE,2929.985107421875,2981.278076171875,2926.077880859375,2941.903076171875,2941.78857421875,54836200,IDR,yfinance,0.4194498606026931,-0.8146370638745765,1.2340869244772696
2010-06-22,Indonesia,Jakarta Composite Index,^JKSE,2940.89697265625,2956.81005859375,2921.300048828125,2934.589111328125,2934.474853515625,34480600,IDR,yfinance,-0.2489229420201201,0.15657623806629856,-0.40549918008641866
2010-06-23,Indonesia,Jakarta Composite Index,^JKSE,2933.89599609375,2933.89599609375,2899.26611328125,2924.7900390625,2924.676025390625,45910300,IDR,yfinance,-0.33447507490438416,-0.36128210933439026,0.026807034430006094
2010-06-24,Indonesia,Jakarta Composite Index,^JKSE,2924.888916015625,2946.5439453125,2908.347900390625,2914.094970703125,2913.981689453125,40566000,IDR,yfinance,-0.36633981667970794,0.9531798407072433,-1.3195196573869512
2010-06-25,Indonesia,Jakarta Composite Index,^JKSE,2913.798095703125,2949.416015625,2904.39208984375,2947.02294921875,2946.908203125,25184500,IDR,yfinance,1.12361926172146,0.0010987681624137773,1.1225204935590463
2010-06-28,Indonesia,Jakarta Composite Index,^JKSE,2947.219970703125,2975.89599609375,2945.222900390625,2955.73193359375,2955.616943359375,29699400,IDR,yfinance,0.29508224099589603,-0.07172533127543197,0.366807572271328
2010-06-29,Indonesia,Jakarta Composite Index,^JKSE,2955.8310546875,2960.81103515625,2872.4169921875,2893.37109375,2893.258544921875,27437700,IDR,yfinance,-2.1324022696444884,0.19849810528785417,-2.3309003749323427
2010-07-02,Indonesia,Jakarta Composite Index,^JKSE,2874.841064453125,2891.18505859375,2861.22509765625,2871.553955078125,2871.442138671875,24510400,IDR,yfinance,-0.7568959750248403,0.29836913149976585,-1.0552651065246061
2010-07-05,Indonesia,Jakarta Composite Index,^JKSE,2871.948974609375,2885.35498046875,2869.074951171875,2877.303955078125,2877.19189453125,22568500,IDR,yfinance,0.20003979946247386,0.2468555491938582,-0.04681574973138433
2010-07-06,Indonesia,Jakarta Composite Index,^JKSE,2877.403076171875,2912.0830078125,2864.74609375,2910.64794921875,2910.53466796875,24580200,IDR,yfinance,1.1521990360835355,-0.679234170311441,1.8314332063949763
2010-07-07,Indonesia,Jakarta Composite Index,^JKSE,2910.528076171875,2913.843994140625,2890.285888671875,2902.0439453125,2901.93115234375,20540500,IDR,yfinance,-0.2960421899603813,0.40588862896356515,-0.7019308189239464
2010-07-08,Indonesia,Jakarta Composite Index,^JKSE,2902.634033203125,2936.259033203125,2902.634033203125,2915.907958984375,2915.794677734375,41989100,IDR,yfinance,0.4765952054102928,-0.17011043909914444,0.6467056445094372
2010-07-09,Indonesia,Jakarta Composite Index,^JKSE,2916.201904296875,2943.9599609375,2909.666015625,2943.89599609375,2943.781494140625,42852300,IDR,yfinance,0.9552623314842517,-0.11948429155349155,1.0747466230377432
2010-07-12,Indonesia,Jakarta Composite Index,^JKSE,2942.126953125,2972.56201171875,2940.60400390625,2958.791015625,2958.676025390625,34634600,IDR,yfinance,0.5046871405336192,0.4197463568520021,0.08494078368161706
2010-07-13,Indonesia,Jakarta Composite Index,^JKSE,2957.79296875,2978.506103515625,2946.407958984375,2961.511962890625,2961.396728515625,27671900,IDR,yfinance,0.09191919626679858,-1.0437681325330406,1.1356873287998392
2010-07-15,Indonesia,Jakarta Composite Index,^JKSE,2980.06103515625,2987.0419921875,2956.888916015625,2980.596923828125,2980.480712890625,45256300,IDR,yfinance,0.6423654270581323,0.2060299765842116,0.43633545047392064
2010-07-16,Indonesia,Jakarta Composite Index,^JKSE,2980.47802734375,2992.449951171875,2972.26611328125,2992.449951171875,2992.33349609375,43437600,IDR,yfinance,0.39688430881562503,-0.037632840749801506,0.43451714956542653
2010-07-19,Indonesia,Jakarta Composite Index,^JKSE,2992.155029296875,2992.155029296875,2948.029052734375,2975.572021484375,2975.456298828125,29147800,IDR,yfinance,-0.5656136911427115,0.5023887785302167,-1.0680024696729282
2010-07-20,Indonesia,Jakarta Composite Index,^JKSE,2975.866943359375,2995.44091796875,2970.798095703125,2995.44091796875,2995.324462890625,42827800,IDR,yfinance,0.6655142107410602,-0.46143861530021846,1.1269528260412787
2010-07-21,Indonesia,Jakarta Composite Index,^JKSE,2995.736083984375,3014.48095703125,2994.2119140625,3013.40087890625,3013.28369140625,50624800,IDR,yfinance,0.5977862299464201,0.5836130776783511,0.014173152268068923
2010-07-22,Indonesia,Jakarta Composite Index,^JKSE,3013.696044921875,3019.011962890625,2997.304931640625,3009.923095703125,3009.805908203125,42180100,IDR,yfinance,-0.11547722168866932,-1.0516417346958769,0.9361645130072075
2010-07-23,Indonesia,Jakarta Composite Index,^JKSE,3010.31494140625,3051.364990234375,3010.31494140625,3042.02001953125,3041.901611328125,51153000,IDR,yfinance,1.0607246023837489,-0.20030051764362017,1.261025120027369
2010-07-27,Indonesia,Jakarta Composite Index,^JKSE,3023.992919921875,3061.626953125,3023.992919921875,3041.677978515625,3041.5595703125,38118200,IDR,yfinance,-0.011244510036331739,0.05382343590894384,-0.06506794594527558
2010-07-28,Indonesia,Jakarta Composite Index,^JKSE,3041.5791015625,3064.7890625,3041.5791015625,3057.47509765625,3057.35595703125,39927800,IDR,yfinance,0.5180114113471492,1.1489532042242467,-0.6309417928770975
2010-07-29,Indonesia,Jakarta Composite Index,^JKSE,3057.967041015625,3097.193115234375,3056.6708984375,3096.81591796875,3096.6953125,45659200,IDR,yfinance,1.2785016531622417,-0.604598429817036,1.883100082979278
2010-07-30,Indonesia,Jakarta Composite Index,^JKSE,3096.718017578125,3104.0791015625,3054.096923828125,3069.280029296875,3069.16064453125,33560600,IDR,yfinance,-0.8931444451580015,-0.5253111078791244,-0.3678333372788771
2010-08-03,Indonesia,Jakarta Composite Index,^JKSE,3059.3720703125,3084.16796875,2965.55810546875,2973.656005859375,2973.540283203125,43158300,IDR,yfinance,-3.1650841765365456,-0.3800323431037821,-2.7850518334327634
2010-08-04,Indonesia,Jakarta Composite Index,^JKSE,2973.85302734375,3001.1201171875,2959.75390625,2983.2470703125,2983.130859375,30313800,IDR,yfinance,0.32201540358382014,-0.00227541223403624,0.3242908158178564
2010-08-05,Indonesia,Jakarta Composite Index,^JKSE,2983.8369140625,3046.8740234375,2983.8369140625,3044.94091796875,3044.822509765625,35892100,IDR,yfinance,2.0469169786134733,1.6234672563206018,0.4234497222928715
2010-08-06,Indonesia,Jakarta Composite Index,^JKSE,3045.431884765625,3062.68310546875,3031.426025390625,3060.593017578125,3060.473876953125,27844700,IDR,yfinance,0.5127195774621061,-0.1824479624743841,0.6951675399364902
2010-08-10,Indonesia,Jakarta Composite Index,^JKSE,3082.990966796875,3083.2880859375,3047.218994140625,3057.160888671875,3057.041748046875,23919300,IDR,yfinance,-0.11220226635179655,0.8101533820341668,-0.9223556483859633
2010-08-11,Indonesia,Jakarta Composite Index,^JKSE,3054.635986328125,3061.8779296875,3022.49609375,3035.318115234375,3035.199951171875,28779900,IDR,yfinance,-0.717043653688079,-0.5870166687035995,-0.1300269849844795
2010-08-16,Indonesia,Jakarta Composite Index,^JKSE,3052.910888671875,3059.0400390625,3032.425048828125,3052.59912109375,3052.480224609375,26005500,IDR,yfinance,0.5677163996385056,-0.8019352753498931,1.3696516749883987
