date,Indonesia,Malaysia,Philippines,Singapore,Thailand,Vietnam
2010-01-15,1.5469790096612572,0.18677171022361982,1.7766001724965266,0.2419092547057069,1.0360415159192984,9.125166059908413
2010-01-22,1.954527558703892,0.020707064310732316,9.571176955809335,9.595077816966409,19.713120581930745,32.00915387551894
2010-01-29,0.00030485879176530596,10.41060021850977,5.531549567584191,7.142481794967704,6.191842793183299,0.8409902347496592
2010-02-05,12.818274256305227,0.80688917699615,11.282863334497995,5.1821398642260545,0.5485785211396716,5.091819324466084
2010-02-12,0.3600757617727051,0.19269765195222877,10.491469287845431,7.666098989549814,0.9080511525755635,7.841024580628631
2010-03-05,1.3454261345468248,5.091401292292163,0.008653321814947766,2.025474891295298,0.1284503851566018,10.670982510736192
2010-03-12,11.194086658940051,0.7652171802867146,1.0951394896239341,10.31494951283614,1.6572199644037382,12.004790078935248
2010-03-19,7.993006803993809,1.2537899606271388,0.6214469355170104,1.4036252783981953,29.947614451855696,8.759488049145203
2010-03-26,6.369522617062753,2.015746867104698,7.068596130705441,0.10471621490181053,0.30221423763675165,4.39089108227867
2010-04-16,1.383391119450242,0.008234517235125402,0.08345240735862254,1.3879303757525223,49.2172250105196,0.7834583265103724
2010-05-07,66.04639645243365,1.014045945318762,21.19340210899149,28.07146522502038,0.43288133906963755,0.005442532054585978
2010-05-14,18.09849031635578,0.23016943858973662,33.89538625289127,1.4435828544557165,0.00097478155542598,16.07363754860698
2010-06-04,15.59762185900049,3.8747016167740838,9.984818137196065,5.804878035127317,20.559825942697582,0.2581771074340627
2010-06-11,0.5763352060452595,0.00046793193415840405,7.655253260393581,0.133091404706836,0.06274073444646507,1.4456221844758192
2010-06-18,19.860216716661725,3.1061555310619395,4.503772250272358,1.73813028978867,8.160184437562085,1.8467652097543277
2010-06-25,0.35204201817407665,0.43903939664412767,0.25784071778417417,0.4117609493577595,0.05270638349727666,1.441073861566366
2010-07-02,6.729956673715345,2.0837447676187053,3.4258331156212374,0.06843106944346765,1.2435264132733832,0.07703826141940778
2010-07-09,6.190413614956985,1.643685879326038,9.603045285568147,6.418949095034947,4.935800933605069,0.7011139365139444
2010-07-16,2.676025090504974,0.8602356009505002,1.981351966303639,1.9057111951854224,0.7092448589173515,1.7753563865983828
2010-07-23,2.699232556307015,0.4533328099013277,0.6007241869504086,0.2820586901994743,2.3195703625297988,1.3745052566118856
2010-07-30,0.7958854264211743,1.268207630708678,0.10055624236413943,0.22793302077210106,3.3797971283136925,1.657617869224089
2010-08-06,0.0803338215638955,0.0011935811893068907,6.621863840502232,0.06053765183913372,4.942668605049776,5.166791909072507
2010-08-20,4.399071507269178,6.407864633417045,12.346967007266676,0.01410842174232746,13.086616961415338,0.21419378424978128
2010-08-27,0.17424476932214858,1.305392308911339,0.9540708686220838,0.0059187827970765255,0.5168916815657637,33.83489452684885
2010-09-17,21.617300892308446,4.03959806879081,3.796944863195434,3.146666384145235,0.011710901704508649,1.860925870919073
2010-09-24,0.1463470283812427,1.1696768481518087,6.101643040532887,0.27959118096931423,9.128501206002857,3.0327338830767787
2010-10-01,18.539611139544682,1.0757744890420111,0.6540175638716704,1.5085894998513232,7.641103408276648,0.19691840096974084
2010-10-08,2.057406449440357e-05,1.0482761873194193,8.966187893785413,0.5100479967655447,2.5128158514224563,2.784008602791574
2010-10-15,1.9654775313028336,0.32350909141577283,0.2382317182809695,2.5670656633064306,12.006598881608683,0.03847191683654642
2010-10-22,0.0003940553876091688,0.0027397036472284193,2.751299697377514,0.9268187632654121,0.24366374688538672,8.537234303038593
2010-10-29,1.0797164596609494,1.0051656967063174,0.17961776609266641,0.9604538078334653,0.6196387898516638,2.717589769345677
2010-11-12,0.08292143160207566,0.6277117742081564,41.84573585823752,0.12968420782197435,4.396957787499374,12.204637064559462
2010-11-19,2.56660804574281,0.1723818470179335,9.39938063117842,2.8701639265461365,0.9905334191047206,12.104921729360589
2010-11-26,5.021858811386375,0.8722281903641705,13.206583734684134,1.5287741781538824,2.909179589785173,9.569780252410883
2010-12-03,2.146588681263518,0.35607106947832695,8.921166156463153,0.2058179831404732,17.486940341278352,29.37512248635291
2010-12-17,20.562818846409506,0.24222277091457445,3.664754852042458,1.0458270734709534,1.6928123632696905,6.482357248000056
2011-01-07,3.860728956438211,11.895085842786566,0.0010784684562209575,4.887540197983988,0.12720106019864677,0.3356486477920549
2011-01-14,2.995325152759091,0.021806000168199082,2.860532493682529,0.2237399650434525,0.16408839503923406,2.2604461466190355
2011-01-21,29.79557068134848,2.076491815511101,20.06358732462767,3.6421474390535584,6.35144023765101,36.11457909595207
2011-01-28,9.907533485909822,2.7697386758498412,0.23745253839744762,1.9766718244756072,6.192932462131507,2.9860896618788724
2011-02-11,7.765114798204229,3.2934609312012855,32.85884358480268,23.370739404429727,11.161570330099995,3.327817562210866
2011-02-25,2.786727712891112,3.541073524669496,9.060886926303985,4.084380837094768,0.9507029052788867,57.83386218507369
2011-03-04,8.093656600254345,4.901741903779102,14.62258496470661,1.4111050976355166,1.018448265405491,2.8370055015432203
2011-03-11,0.00036310697176987093,3.198776832003108,1.137935066460644,0.34083038229378787,1.2395719032621753,56.661626350243196
