date,country,index_name,ticker,open,high,low,close,adjusted_close,volume,currency,source
2015-03-30,Singapore,Straits Times Index,^STI,3441.93994140625,3458.7099609375,3440.300048828125,3454.260009765625,3454.260009765625,189397400,SGD,yfinance
2015-03-31,Singapore,Straits Times Index,^STI,3469.02001953125,3469.02001953125,3442.43994140625,3447.010009765625,3447.010009765625,291509500,SGD,yfinance
2015-04-01,Singapore,Straits Times Index,^STI,3439.760009765625,3450.5400390625,3435.590087890625,3447.02001953125,3447.02001953125,213578700,SGD,yfinance
2015-04-02,Singapore,Straits Times Index,^STI,3446.60009765625,3454.800048828125,3444.800048828125,3453.75,3453.75,179581400,SGD,yfinance
2015-04-06,Singapore,Straits Times Index,^STI,3451.72998046875,3458.179931640625,3451.2099609375,3452.909912109375,3452.909912109375,139173300,SGD,yfinance
2015-04-07,Singapore,Straits Times Index,^STI,3469.3798828125,3476.199951171875,3459.93994140625,3465.6201171875,3465.6201171875,202521500,SGD,yfinance
2015-04-08,Singapore,Straits Times Index,^STI,3470.030029296875,3470.300048828125,3453.25,3460.679931640625,3460.679931640625,205160300,SGD,yfinance
2015-04-09,Singapore,Straits Times Index,^STI,3472.6298828125,3476.27001953125,3450.260009765625,3460.300048828125,3460.300048828125,330340700,SGD,yfinance
2015-04-10,Singapore,Straits Times Index,^STI,3470.75,3480.840087890625,3463.969970703125,3472.3798828125,3472.3798828125,309536900,SGD,yfinance
2015-04-13,Singapore,Straits Times Index,^STI,3476.030029296875,3493.6201171875,3475.139892578125,3484.389892578125,3484.389892578125,239569700,SGD,yfinance
2015-04-14,Singapore,Straits Times Index,^STI,3484.090087890625,3526.2900390625,3481.22998046875,3521.080078125,3521.080078125,256481200,SGD,yfinance
2015-04-15,Singapore,Straits Times Index,^STI,3532.699951171875,3544.510009765625,3528.56005859375,3539.949951171875,3539.949951171875,249271600,SGD,yfinance
2015-04-16,Singapore,Straits Times Index,^STI,3549.85009765625,3549.85009765625,3523.7099609375,3531.610107421875,3531.610107421875,218220700,SGD,yfinance
2015-04-17,Singapore,Straits Times Index,^STI,3528.169921875,3536.580078125,3514.239990234375,3525.18994140625,3525.18994140625,228500700,SGD,yfinance
2015-04-20,Singapore,Straits Times Index,^STI,3519.239990234375,3525.840087890625,3497.360107421875,3503.25,3503.25,172607400,SGD,yfinance
2015-04-21,Singapore,Straits Times Index,^STI,3510.330078125,3517.139892578125,3502.25,3508.610107421875,3508.610107421875,212545400,SGD,yfinance
2015-04-22,Singapore,Straits Times Index,^STI,3506.7099609375,3508.5,3487.7099609375,3496.239990234375,3496.239990234375,225253700,SGD,yfinance
2015-04-23,Singapore,Straits Times Index,^STI,3504.449951171875,3516.5,3499.010009765625,3502.75,3502.75,230909000,SGD,yfinance
2015-04-24,Singapore,Straits Times Index,^STI,3507.8798828125,3523.080078125,3497.830078125,3513.0,3513.0,243211800,SGD,yfinance
2015-04-27,Singapore,Straits Times Index,^STI,3510.760009765625,3521.989990234375,3506.64990234375,3515.85009765625,3515.85009765625,227165000,SGD,yfinance
2015-04-28,Singapore,Straits Times Index,^STI,3504.969970703125,3514.7099609375,3490.7900390625,3495.090087890625,3495.090087890625,255741000,SGD,yfinance
2015-04-29,Singapore,Straits Times Index,^STI,3489.2099609375,3496.530029296875,3482.14990234375,3487.14990234375,3487.14990234375,189749300,SGD,yfinance
2015-04-30,Singapore,Straits Times Index,^STI,3473.110107421875,3487.389892578125,3467.4599609375,3487.389892578125,3487.389892578125,306753500,SGD,yfinance
2015-05-04,Singapore,Straits Times Index,^STI,3479.010009765625,3490.739990234375,3472.489990234375,3482.699951171875,3482.699951171875,205257300,SGD,yfinance
2015-05-05,Singapore,Straits Times Index,^STI,3474.85009765625,3478.3701171875,3461.449951171875,3471.18994140625,3471.18994140625,181375200,SGD,yfinance
2015-05-06,Singapore,Straits Times Index,^STI,3448.679931640625,3467.219970703125,3444.550048828125,3459.7900390625,3459.7900390625,243313200,SGD,yfinance
2015-05-07,Singapore,Straits Times Index,^STI,3444.699951171875,3445.85009765625,3425.31005859375,3432.780029296875,3432.780029296875,187907800,SGD,yfinance
2015-05-08,Singapore,Straits Times Index,^STI,3445.830078125,3459.7099609375,3437.699951171875,3452.010009765625,3452.010009765625,219748700,SGD,yfinance
2015-05-11,Singapore,Straits Times Index,^STI,3463.889892578125,3473.330078125,3461.340087890625,3470.800048828125,3470.800048828125,141323500,SGD,yfinance
2015-05-12,Singapore,Straits Times Index,^STI,3470.389892578125,3473.489990234375,3434.699951171875,3442.330078125,3442.330078125,277739800,SGD,yfinance
2015-05-13,Singapore,Straits Times Index,^STI,3449.1298828125,3459.949951171875,3444.14990234375,3453.169921875,3453.169921875,192688900,SGD,yfinance
2015-05-14,Singapore,Straits Times Index,^STI,3462.75,3464.81005859375,3443.699951171875,3455.780029296875,3455.780029296875,158908800,SGD,yfinance
2015-05-15,Singapore,Straits Times Index,^STI,3461.830078125,3466.179931640625,3448.89990234375,3463.10009765625,3463.10009765625,219477200,SGD,yfinance
2015-05-18,Singapore,Straits Times Index,^STI,3465.320068359375,3467.22998046875,3450.97998046875,3459.570068359375,3459.570068359375,164058300,SGD,yfinance
2015-05-19,Singapore,Straits Times Index,^STI,3463.7099609375,3465.14990234375,3445.169921875,3454.0400390625,3454.0400390625,168350900,SGD,yfinance
2015-05-20,Singapore,Straits Times Index,^STI,3446.43994140625,3450.669921875,3435.7099609375,3439.679931640625,3439.679931640625,199372600,SGD,yfinance
2015-05-21,Singapore,Straits Times Index,^STI,3439.699951171875,3447.889892578125,3434.280029296875,3439.860107421875,3439.860107421875,575014000,SGD,yfinance
2015-05-22,Singapore,Straits Times Index,^STI,3447.919921875,3457.419921875,3446.179931640625,3450.179931640625,3450.179931640625,190331600,SGD,yfinance
2015-05-25,Singapore,Straits Times Index,^STI,3458.320068359375,3465.070068359375,3451.639892578125,3460.85009765625,3460.85009765625,98517000,SGD,yfinance
2015-05-26,Singapore,Straits Times Index,^STI,3463.919921875,3467.10009765625,3456.85009765625,3459.97998046875,3459.97998046875,138860700,SGD,yfinance
2015-05-27,Singapore,Straits Times Index,^STI,3434.800048828125,3438.18994140625,3412.52001953125,3424.93994140625,3424.93994140625,253931800,SGD,yfinance
2015-05-28,Singapore,Straits Times Index,^STI,3426.25,3430.22998046875,3408.659912109375,3417.77001953125,3417.77001953125,209454600,SGD,yfinance
2015-05-29,Singapore,Straits Times Index,^STI,3387.159912109375,3403.659912109375,3381.7900390625,3392.110107421875,3392.110107421875,485028200,SGD,yfinance
2015-06-02,Singapore,Straits Times Index,^STI,3375.050048828125,3375.050048828125,3340.75,3340.75,3340.75,361792300,SGD,yfinance
2015-06-03,Singapore,Straits Times Index,^STI,3338.949951171875,3354.4599609375,3337.989990234375,3349.840087890625,3349.840087890625,308428500,SGD,yfinance
2015-06-04,Singapore,Straits Times Index,^STI,3344.1298828125,3361.590087890625,3339.030029296875,3345.0,3345.0,316871100,SGD,yfinance
2015-06-05,Singapore,Straits Times Index,^STI,3345.6298828125,3349.010009765625,3326.840087890625,3333.669921875,3333.669921875,238785300,SGD,yfinance
2015-06-08,Singapore,Straits Times Index,^STI,3326.3701171875,3333.989990234375,3318.280029296875,3320.330078125,3320.330078125,173852900,SGD,yfinance
2015-06-09,Singapore,Straits Times Index,^STI,3316.9599609375,3330.320068359375,3295.1298828125,3295.1298828125,3295.1298828125,281943600,SGD,yfinance
2015-06-10,Singapore,Straits Times Index,^STI,3296.60009765625,3337.1298828125,3294.31005859375,3325.77001953125,3325.77001953125,219022200,SGD,yfinance
2015-06-11,Singapore,Straits Times Index,^STI,3338.300048828125,3358.77001953125,3336.669921875,3347.669921875,3347.669921875,358061700,SGD,yfinance
2015-06-12,Singapore,Straits Times Index,^STI,3350.77001953125,3358.4599609375,3343.81005859375,3353.85009765625,3353.85009765625,306971100,SGD,yfinance
2015-06-15,Singapore,Straits Times Index,^STI,3338.10009765625,3343.840087890625,3309.489990234375,3323.1298828125,3323.1298828125,249030500,SGD,yfinance
2015-06-16,Singapore,Straits Times Index,^STI,3311.93994140625,3311.93994140625,3291.06005859375,3298.090087890625,3298.090087890625,202882300,SGD,yfinance
2015-06-17,Singapore,Straits Times Index,^STI,3315.219970703125,3346.02001953125,3311.800048828125,3325.909912109375,3325.909912109375,264453200,SGD,yfinance
2015-06-18,Singapore,Straits Times Index,^STI,3324.159912109375,3326.050048828125,3299.2900390625,3300.419921875,3300.419921875,168344400,SGD,yfinance
2015-06-19,Singapore,Straits Times Index,^STI,3319.9599609375,3320.2099609375,3299.64990234375,3300.9599609375,3300.9599609375,205394600,SGD,yfinance
2015-06-22,Singapore,Straits Times Index,^STI,3313.06005859375,3330.590087890625,3311.1201171875,3315.1298828125,3315.1298828125,174052400,SGD,yfinance
2015-06-23,Singapore,Straits Times Index,^STI,3328.389892578125,3343.830078125,3323.260009765625,3339.780029296875,3339.780029296875,201304800,SGD,yfinance
2015-06-24,Singapore,Straits Times Index,^STI,3348.010009765625,3361.0400390625,3338.739990234375,3351.330078125,3351.330078125,226753400,SGD,yfinance
2015-06-25,Singapore,Straits Times Index,^STI,3346.889892578125,3358.239990234375,3343.469970703125,3349.8701171875,3349.8701171875,184843100,SGD,yfinance
2015-06-26,Singapore,Straits Times Index,^STI,3346.300048828125,3353.590087890625,3320.06005859375,3320.89990234375,3320.89990234375,190576300,SGD,yfinance
2015-06-29,Singapore,Straits Times Index,^STI,3277.89990234375,3290.6298828125,3267.679931640625,3280.179931640625,3280.179931640625,215454000,SGD,yfinance
2015-06-30,Singapore,Straits Times Index,^STI,3283.77001953125,3326.239990234375,3281.300048828125,3317.330078125,3317.330078125,270177600,SGD,yfinance
2015-07-01,Singapore,Straits Times Index,^STI,3317.469970703125,3342.0400390625,3311.030029296875,3331.139892578125,3331.139892578125,165755800,SGD,yfinance
2015-07-02,Singapore,Straits Times Index,^STI,3354.820068359375,3357.949951171875,3326.360107421875,3327.840087890625,3327.840087890625,173471100,SGD,yfinance
