country,year_week,date,close,open,high,low,adjusted_close,volume,index_name,ticker,currency,source
Philippines,2019-W34,2019-08-23,7889.41015625,7813.919921875,7938.35009765625,7747.39013671875,7887.3818359375,765000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W34,2019-08-23,3110.35009765625,3114.1298828125,3141.580078125,3108.949951171875,3110.35009765625,1176341200,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W34,2019-08-23,1646.6800537109375,1639.4200439453125,1646.739990234375,1621.8499755859375,1646.6800537109375,101516600,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W34,2019-08-23,992.45,984.04,998.67,979.17,992.45,623498190,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W35,2019-08-30,6328.47021484375,6193.23095703125,6329.8837890625,6149.02001953125,6328.47021484375,590214000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W35,2019-08-30,1612.1400146484375,1598.280029296875,1612.1400146484375,1584.8299560546875,1612.1400146484375,634435600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W35,2019-08-30,7979.66015625,7832.419921875,7986.259765625,7723.93994140625,7977.60888671875,831000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W35,2019-08-30,3106.52001953125,3066.489990234375,3114.169921875,3040.159912109375,3106.52001953125,1306145500,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W35,2019-08-30,1654.9200439453125,1620.3599853515625,1654.9300537109375,1609.4000244140625,1654.9200439453125,100671900,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W35,2019-08-30,984.06,983.8,992.45,973.34,984.06,665416620,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W36,2019-09-06,6308.9501953125,6331.14794921875,6338.11279296875,6239.0009765625,6308.9501953125,585814100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W36,2019-09-06,1604.469970703125,1612.780029296875,1616.3399658203125,1591.1099853515625,1604.469970703125,400923400,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W36,2019-09-06,7933.47021484375,7954.14990234375,7969.33984375,7794.580078125,7931.4306640625,525700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W36,2019-09-06,3144.47998046875,3092.25,3166.949951171875,3074.0400390625,3144.47998046875,965705900,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W36,2019-09-06,1670.06005859375,1651.199951171875,1679.6500244140625,1642.22998046875,1670.06005859375,91945100,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W36,2019-09-06,974.08,984.79,985.21,973.37,974.08,470374190,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W37,2019-09-13,6334.8427734375,6328.2822265625,6414.48388671875,6306.73583984375,6334.8427734375,577671800,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W37,2019-09-13,1601.25,1590.8299560546875,1608.3900146484375,1589.780029296875,1601.25,511186500,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W37,2019-09-13,7992.31982421875,7952.8798828125,7995.1298828125,7893.740234375,7990.26513671875,440800,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W37,2019-09-13,3211.489990234375,3147.679931640625,3216.8701171875,3141.719970703125,3211.489990234375,1045846600,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W37,2019-09-13,1661.9599609375,1673.219970703125,1679.030029296875,1655.949951171875,1661.9599609375,97912600,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W37,2019-09-13,987.22,974.53,987.22,967.14,987.22,596788290,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W38,2019-09-20,6231.47314453125,6262.2880859375,6282.06298828125,6193.51318359375,6231.47314453125,565108400,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W38,2019-09-20,1597.4100341796875,1609.9200439453125,1609.969970703125,1590.02001953125,1597.4100341796875,573304900,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W38,2019-09-20,7871.10986328125,7981.60986328125,7996.89990234375,7864.10986328125,7869.08642578125,470100,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W38,2019-09-20,3159.679931640625,3207.93994140625,3213.070068359375,3154.3798828125,3159.679931640625,1010974700,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W38,2019-09-20,1636.199951171875,1666.77001953125,1670.6199951171875,1627.9000244140625,1636.199951171875,95107100,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W38,2019-09-20,990.36,987.07,998.56,986.72,990.36,729532530,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W39,2019-09-27,6196.88916015625,6240.14404296875,6247.5771484375,6086.001953125,6196.88916015625,518161700,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W39,2019-09-27,1584.1400146484375,1597.5899658203125,1597.5899658203125,1583.449951171875,1584.1400146484375,426664900,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W39,2019-09-27,7819.22021484375,7872.1201171875,7908.39013671875,7790.2900390625,7817.2099609375,629600,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W39,2019-09-27,3125.6298828125,3155.77001953125,3163.75,3113.669921875,3125.6298828125,900994900,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W39,2019-09-27,1643.760009765625,1635.31005859375,1648.6700439453125,1620.77001953125,1643.760009765625,78603200,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W39,2019-09-27,997.84,991.75,998.34,983.06,997.84,647740880,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W40,2019-10-04,6061.251953125,6190.3720703125,6195.72802734375,5997.69189453125,6061.251953125,541748600,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W40,2019-10-04,1557.6700439453125,1584.260009765625,1589.6400146484375,1551.9599609375,1557.6700439453125,417974700,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W40,2019-10-04,7704.60009765625,7825.2001953125,7825.2001953125,7514.0498046875,7702.61962890625,666900,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W40,2019-10-04,3078.360107421875,3100.820068359375,3156.6298828125,3068.830078125,3078.360107421875,834926700,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W40,2019-10-04,1605.9599609375,1643.1300048828125,1645.06005859375,1603.6099853515625,1605.9599609375,71389800,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W40,2019-10-04,987.59,999.92,1004.17,983.35,987.59,764849550,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W41,2019-10-11,6105.7998046875,6077.740234375,6109.1181640625,5988.8720703125,6105.7998046875,558601100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W41,2019-10-11,1556.8399658203125,1557.7900390625,1565.1600341796875,1548.449951171875,1556.8399658203125,358443600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W41,2019-10-11,7849.93994140625,7697.419921875,7874.16015625,7655.4599609375,7847.921875,498200,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W41,2019-10-11,3113.969970703125,3082.659912109375,3124.219970703125,3073.56005859375,3113.969970703125,1046249200,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W41,2019-10-11,1626.0,1611.739990234375,1627.260009765625,1603.969970703125,1626.0,86634000,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W41,2019-10-11,991.84,989.45,992.0,981.89,991.84,726060170,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W42,2019-10-18,6191.94677734375,6129.23388671875,6201.1748046875,6099.23876953125,6191.94677734375,596499000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W42,2019-10-18,1571.1500244140625,1562.6500244140625,1577.0400390625,1562.6500244140625,1571.1500244140625,455079800,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W42,2019-10-18,7885.22998046875,7854.0400390625,7934.08984375,7814.47021484375,7883.203125,642600,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W42,2019-10-18,3114.159912109375,3129.550048828125,3144.610107421875,3108.929931640625,3114.159912109375,901538700,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W42,2019-10-18,1631.4300537109375,1631.050048828125,1640.1500244140625,1621.72998046875,1631.4300537109375,85104500,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W42,2019-10-18,989.2,994.61,997.41,988.56,989.2,771798300,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W43,2019-10-25,6252.34521484375,6207.88916015625,6348.31494140625,6178.55517578125,6252.34521484375,678349400,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W43,2019-10-25,1570.0,1568.780029296875,1574.0899658203125,1564.0799560546875,1570.0,378788300,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W43,2019-10-25,7922.5,7874.7998046875,7985.52001953125,7849.7900390625,7920.46337890625,498800,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W43,2019-10-25,3185.530029296875,3113.7099609375,3188.419921875,3111.1201171875,3185.530029296875,1051167700,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W43,2019-10-25,1593.280029296875,1630.4300537109375,1637.489990234375,1592.6600341796875,1593.280029296875,75611700,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W43,2019-10-25,996.57,988.18,996.67,983.52,996.57,795571110,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W44,2019-11-01,6207.19091796875,6256.7900390625,6304.0498046875,6193.88720703125,6207.19091796875,739198500,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W44,2019-11-01,1593.3399658203125,1573.1600341796875,1599.77001953125,1570.1800537109375,1593.3399658203125,521550100,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W44,2019-11-01,7977.1201171875,7935.009765625,8020.77001953125,7912.8701171875,7975.0693359375,467700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W44,2019-11-01,3229.429931640625,3211.22998046875,3237.1201171875,3187.2900390625,3229.429931640625,958150900,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W44,2019-11-01,1592.52001953125,1591.6400146484375,1610.030029296875,1579.1300048828125,1592.52001953125,103724700,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W44,2019-11-01,1015.59,998.27,1015.88,994.86,1015.59,877150620,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W45,2019-11-08,6177.98583984375,6219.126953125,6274.2919921875,6119.4208984375,6177.98583984375,398223900,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W45,2019-11-08,1609.72998046875,1598.280029296875,1614.18994140625,1595.199951171875,1609.72998046875,544940200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W45,2019-11-08,8065.759765625,8002.47021484375,8216.919921875,7989.47998046875,8063.68603515625,734100,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W45,2019-11-08,3264.300048828125,3237.85009765625,3285.719970703125,3227.340087890625,3264.300048828125,1413753000,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W45,2019-11-08,1637.8499755859375,1601.9000244140625,1642.5,1600.949951171875,1637.8499755859375,110788800,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W45,2019-11-08,1022.49,1019.0,1028.97,1015.59,1022.49,888844330,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W46,2019-11-15,6128.34521484375,6171.43701171875,6183.8271484375,6062.97998046875,6128.34521484375,275233700,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W46,2019-11-15,1594.75,1610.6600341796875,1614.2099609375,1592.219970703125,1594.75,472067600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W46,2019-11-15,7932.9599609375,8055.240234375,8059.580078125,7881.240234375,7930.92041015625,524400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W46,2019-11-15,3238.860107421875,3259.489990234375,3267.800048828125,3225.3798828125,3238.860107421875,1327472500,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W46,2019-11-15,1602.22998046875,1632.77001953125,1634.0899658203125,1595.3199462890625,1602.22998046875,97997700,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W46,2019-11-15,1010.03,1023.32,1024.77,1005.1,1010.03,906263590,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W47,2019-11-22,6100.2421875,6126.4130859375,6167.4111328125,6086.8271484375,6100.2421875,252319100,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W47,2019-11-22,1596.8399658203125,1593.0899658203125,1605.31005859375,1587.0699462890625,1596.8399658203125,416314000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W47,2019-11-22,7818.89013671875,7925.18994140625,7925.18994140625,7744.18017578125,7816.8798828125,765200,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W47,2019-11-22,3225.64990234375,3231.889892578125,3258.659912109375,3189.610107421875,3225.64990234375,1424689800,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W47,2019-11-22,1597.719970703125,1605.18994140625,1609.989990234375,1583.77001953125,1597.719970703125,84102300,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W47,2019-11-22,977.78,1010.03,1012.09,971.03,977.78,874659070,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W48,2019-11-29,6011.830078125,6094.748046875,6105.09716796875,5939.40380859375,6011.830078125,289760700,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W48,2019-11-29,1561.739990234375,1595.0799560546875,1596.300048828125,1560.719970703125,1561.739990234375,566837500,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W48,2019-11-29,7738.9599609375,7787.47998046875,7842.52001953125,7707.7998046875,7736.970703125,1358300,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W48,2019-11-29,3193.919921875,3241.68994140625,3244.68994140625,3182.050048828125,3193.919921875,2694000900,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W48,2019-11-29,1590.5899658203125,1603.1300048828125,1620.5999755859375,1580.0799560546875,1590.5899658203125,93719400,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W48,2019-11-29,970.75,977.85,982.76,967.68,970.75,747148650,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W49,2019-12-06,6186.8681640625,6023.61181640625,6186.8681640625,6023.009765625,6186.8681640625,256899600,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W49,2019-12-06,1568.43994140625,1562.550048828125,1570.550048828125,1550.9200439453125,1568.43994140625,438747000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W49,2019-12-06,7801.72021484375,7769.259765625,7888.4599609375,7753.759765625,7799.71435546875,810900,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W49,2019-12-06,3194.7099609375,3198.27001953125,3208.699951171875,3144.070068359375,3194.7099609375,1414316600,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W49,2019-12-06,1558.989990234375,1588.5899658203125,1589.3399658203125,1556.510009765625,1558.989990234375,79071100,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W49,2019-12-06,963.56,971.42,972.91,950.13,963.56,817833490,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W50,2019-12-13,6197.31787109375,6194.08203125,6210.77880859375,6139.39697265625,6197.31787109375,255842000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W50,2019-12-13,1571.1600341796875,1566.1800537109375,1579.22998046875,1558.760009765625,1571.1600341796875,492997200,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W50,2019-12-13,7877.6298828125,7825.1298828125,7884.169921875,7720.5,7875.60498046875,1262000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W50,2019-12-13,3214.050048828125,3195.969970703125,3223.449951171875,3159.179931640625,3214.050048828125,1320062100,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W50,2019-12-13,1573.9100341796875,1559.8399658203125,1582.1600341796875,1546.510009765625,1573.9100341796875,73021800,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W50,2019-12-13,966.18,963.91,971.84,954.56,966.18,839769320,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W51,2019-12-20,6284.3720703125,6197.31396484375,6287.25,6197.31396484375,6284.3720703125,208955200,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W51,2019-12-20,1610.1800537109375,1568.4300537109375,1610.1800537109375,1564.25,1610.1800537109375,437565800,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W51,2019-12-20,7773.1201171875,7882.759765625,7892.2900390625,7469.41015625,7771.1220703125,498400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W51,2019-12-20,3212.389892578125,3213.610107421875,3219.530029296875,3189.77001953125,3212.389892578125,1185603700,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W51,2019-12-20,1572.9200439453125,1572.6400146484375,1576.5,1543.219970703125,1572.9200439453125,62933000,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W51,2019-12-20,956.41,966.0,966.18,946.74,956.41,987062160,VN-Index,VNINDEX,VND,vnstock
Indonesia,2019-W52,2019-12-27,6329.31396484375,6309.6708984375,6337.3359375,6270.5390625,6329.31396484375,114787000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2019-W52,2019-12-27,1610.6099853515625,1606.449951171875,1615.1099853515625,1598.47998046875,1610.6099853515625,187076900,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2019-W52,2019-12-27,7815.259765625,7745.9599609375,7891.990234375,7745.259765625,7813.25048828125,398400,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2019-W52,2019-12-27,3226.530029296875,3216.4599609375,3230.929931640625,3204.5,3226.530029296875,391637400,Straits Times Index,^STI,SGD,yfinance
Thailand,2019-W52,2019-12-27,1578.219970703125,1574.8499755859375,1588.02001953125,1567.27001953125,1578.219970703125,8863200,SET Index,^SET.BK,THB,yfinance
Vietnam,2019-W52,2019-12-27,963.51,959.55,963.51,953.29,963.51,845839580,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W01,2020-01-03,6323.4658203125,6329.134765625,6336.919921875,6263.67578125,6323.4658203125,125226400,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W01,2020-01-03,1611.3800048828125,1609.449951171875,1617.4300537109375,1588.760009765625,1611.3800048828125,366324800,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W01,2020-01-03,7839.7900390625,7721.259765625,7890.93994140625,7643.97998046875,7837.7744140625,220000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W01,2020-01-03,3238.820068359375,3228.0400390625,3268.72998046875,3201.31005859375,3238.820068359375,555153000,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W01,2020-01-03,1594.969970703125,1581.050048828125,1604.4300537109375,1575.9200439453125,1594.969970703125,8378600,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W01,2020-01-03,965.14,962.89,970.88,958.23,965.14,572933020,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W02,2020-01-10,6274.94091796875,6293.4990234375,6300.43603515625,6218.1298828125,6274.94091796875,219567400,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W02,2020-01-10,1591.4599609375,1611.1600341796875,1612.5999755859375,1587.4300537109375,1591.4599609375,422232100,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W02,2020-01-10,7776.77001953125,7802.85986328125,7840.7001953125,7697.89013671875,7774.77099609375,710700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W02,2020-01-10,3255.949951171875,3221.56005859375,3262.719970703125,3193.31005859375,3255.949951171875,1066147900,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W02,2020-01-10,1580.6300048828125,1584.1300048828125,1585.56005859375,1555.75,1580.6300048828125,17759000,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W02,2020-01-10,968.54,962.79,969.71,945.28,968.54,746075720,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W03,2020-01-17,6291.6572265625,6287.912109375,6348.52587890625,6255.4931640625,6291.6572265625,219276600,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W03,2020-01-17,1595.81005859375,1593.0999755859375,1595.81005859375,1571.8900146484375,1595.81005859375,499721900,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W03,2020-01-17,7722.580078125,7761.58984375,7793.25,7614.72998046875,7720.5947265625,550600,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W03,2020-01-17,3281.030029296875,3259.43994140625,3283.889892578125,3248.0,3281.030029296875,1200645300,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W03,2020-01-17,1600.47998046875,1586.1300048828125,1604.280029296875,1575.97998046875,1600.47998046875,18148700,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W03,2020-01-17,978.96,966.89,980.02,964.79,978.96,622165600,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W04,2020-01-24,6244.10888671875,6310.5009765625,6312.98876953125,6223.18994140625,6244.10888671875,211911000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W04,2020-01-24,1572.81005859375,1596.3900146484375,1596.3900146484375,1568.6400146484375,1572.81005859375,555197000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W04,2020-01-24,7623.41015625,7727.4501953125,7727.4501953125,7425.85986328125,7621.4501953125,667500,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W04,2020-01-24,3240.02001953125,3280.949951171875,3283.06005859375,3230.320068359375,3240.02001953125,1154598700,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W04,2020-01-24,1569.550048828125,1597.5,1598.699951171875,1566.8599853515625,1569.550048828125,17329500,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W04,2020-01-24,991.46,978.23,991.46,975.93,991.46,360253660,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W05,2020-01-31,5940.0478515625,6240.81787109375,6242.1767578125,5937.02197265625,5940.0478515625,119837000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W05,2020-01-31,1531.06005859375,1551.6400146484375,1554.4200439453125,1530.68994140625,1531.06005859375,405435500,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W05,2020-01-31,7200.7900390625,7616.89990234375,7624.3701171875,7200.7900390625,7198.93896484375,441300,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W05,2020-01-31,3153.72998046875,3172.72998046875,3193.840087890625,3144.10009765625,3153.72998046875,1199743600,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W05,2020-01-31,1514.1400146484375,1546.9000244140625,1548.1099853515625,1507.3599853515625,1514.1400146484375,16523100,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W05,2020-01-31,936.62,975.15,977.72,936.62,936.62,392015440,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W06,2020-02-07,5999.60693359375,5920.9677734375,6013.69921875,5877.201171875,5999.60693359375,186146700,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W06,2020-02-07,1554.489990234375,1522.1400146484375,1555.6300048828125,1517.6099853515625,1554.489990234375,793352100,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W06,2020-02-07,7507.2001953125,7206.22021484375,7507.2001953125,7129.18994140625,7505.2705078125,637000,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W06,2020-02-07,3181.47998046875,3131.02001953125,3231.969970703125,3112.330078125,3181.47998046875,1346688000,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W06,2020-02-07,1535.239990234375,1507.280029296875,1541.81005859375,1495.93994140625,1535.239990234375,16431500,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W06,2020-02-07,940.75,916.6,943.48,891.85,940.75,959240360,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W07,2020-02-14,5866.94482421875,5993.376953125,5996.4658203125,5843.43212890625,5866.94482421875,158165600,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W07,2020-02-14,1544.4599609375,1557.0699462890625,1557.0699462890625,1534.969970703125,1544.4599609375,580997800,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W07,2020-02-14,7282.0,7510.83984375,7510.83984375,7282.0,7280.1279296875,488600,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W07,2020-02-14,3220.030029296875,3142.469970703125,3233.860107421875,3137.81005859375,3220.030029296875,1224114100,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W07,2020-02-14,1526.300048828125,1538.31005859375,1542.760009765625,1522.969970703125,1526.300048828125,12017600,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W07,2020-02-14,937.45,934.38,943.11,926.61,937.45,801953270,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W08,2020-02-21,5882.2548828125,5863.9140625,5960.712890625,5853.59814453125,5882.2548828125,171898000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W08,2020-02-21,1531.199951171875,1542.969970703125,1545.9200439453125,1527.5699462890625,1531.199951171875,509633600,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W08,2020-02-21,7369.77978515625,7305.66015625,7472.990234375,7292.9501953125,7367.88525390625,482700,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W08,2020-02-21,3181.030029296875,3220.659912109375,3223.429931640625,3179.3701171875,3181.030029296875,1031320400,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W08,2020-02-21,1495.0899658203125,1528.47998046875,1532.8699951171875,1476.8900146484375,1495.0899658203125,28538900,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W08,2020-02-21,933.09,938.52,940.53,925.86,933.09,837822330,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W09,2020-02-28,5452.7041015625,5846.14599609375,5863.1240234375,5288.3701171875,5452.7041015625,210009000,Jakarta Composite Index,^JKSE,IDR,yfinance
Malaysia,2020-W09,2020-02-28,1482.6400146484375,1501.469970703125,1510.4200439453125,1473.77001953125,1482.6400146484375,1075597000,FTSE Bursa Malaysia KLCI,^KLSE,MYR,yfinance
Philippines,2020-W09,2020-02-28,6787.91015625,7267.85986328125,7270.47021484375,6769.97021484375,6786.1650390625,809900,PSE Composite Index,PSEi.PS,PHP,yfinance
Singapore,2020-W09,2020-02-28,3011.080078125,3159.639892578125,3171.739990234375,3008.4599609375,3011.080078125,1718367200,Straits Times Index,^STI,SGD,yfinance
Thailand,2020-W09,2020-02-28,1340.52001953125,1473.5699462890625,1474.1199951171875,1337.0,1340.52001953125,23666900,SET Index,^SET.BK,THB,yfinance
Vietnam,2020-W09,2020-02-28,882.19,917.49,917.49,872.46,882.19,892932060,VN-Index,VNINDEX,VND,vnstock
Indonesia,2020-W10,2020-03-06,5498.5400390625,5455.0458984375,5715.94091796875,5354.6201171875,5498.5400390625,201579600,Jakarta Composite Index,^JKSE,IDR,yfinance
